date,China,Japan,United States of America,South Korea,Germany,United Kingdom,France,Russia,
2023/11/16,1017304.19,736708.59,285145.83,263102.5,28578.52,16117,21025.98,14835.12,
2023/11/17,1040444.34,607403.78,406419.01,162746.69,26940.02,17531.38,18864.15,10600.54,
2023/11/18,994302.4,571231.03,286983.01,165965.24,29357.07,16362.76,16458.06,9058.16,
2023/11/19,1146614.34,516071.79,283820.96,144103.13,20716.4,16470.1,14021.55,11234.36,
2023/11/20,937878.97,483981.19,226865.21,155502.98,20097.12,13337.86,14599.38,11381.88,
2023/11/21,1073901.69,509432.96,235101.96,128991.73,19477.37,14573.22,12338.3,12886.56,
2023/11/22,940407.49,473797.49,262947.36,118989.52,17377.09,13682.46,12975.42,10543.63,
2023/11/23,807715.96,486789.26,274759.56,114681.92,19202.35,13095.67,13033.19,9538.89,
2023/11/24,784498.05,579387.94,284067.2,125887.11,19184.05,16410.75,12175.94,11918.33,
2023/11/25,972889.06,555307.04,264517.24,129448.94,18134.09,14155.5,10652.23,8824.15,
2023/11/26,1093460.99,462060.05,232655.65,115246.87,18048.59,13437.94,11109.17,14599.56,
2023/11/27,1156276.71,505344.4,203096.32,101841.5,19156.02,13759.15,12225.59,8960.1,
2023/11/28,1745205.94,671851.07,266853.94,108967.7,24480.42,19154.19,16309.01,13307.45,
2023/11/29,1392100.37,552372.11,234409.25,92762.29,24618.75,17218.18,14199.3,11561.35,
2023/11/30,596349.81,488911.75,175862.58,99321.55,23370.33,14052.14,11443.78,8926.81,
2023/12/1,571175.64,883163.84,255428.02,116721.61,30752.16,15509.85,15911.77,8224.97,
2023/12/2,383927.36,358524.35,164972.37,67529.63,24618.94,11431.7,11420.21,9625.67,
2023/12/3,277305.21,291810.16,148373.92,60932.2,21676.3,9708.92,10668.8,6588.82,
2023/12/4,277447.42,250477.64,118934.33,53969.77,16828.11,8793.26,8959.71,5294.73,
2023/12/5,198727.79,250189.09,100574.22,55307.09,18885.73,7824.69,8417.15,5939.48,
2023/12/6,213753.81,217737.88,101492.49,50437.32,15877.07,8149.93,8173.69,6200.9,
