date,Japan,China,United States of America,South Korea,United Kingdom,Germany,France
2017/6/23,684146.85,104403.29,,,,,
2017/6/24,843635.58,109329.57,,,,,
2017/6/25,874862.2,85937.99,9334.69,,,,
2017/6/26,578735.75,72008.06,30518.99,,,,
2017/6/27,540850.45,55922.54,39653.29,,,,
2017/6/28,788704.6,49388.22,44972.38,,,,
2017/6/29,1070863.37,55642.94,49298.36,,,,
2017/6/30,1335280.57,501136.16,56739.93,,,,
2017/7/1,1759154.45,454902.7,58770.27,,,,
2017/7/2,968599.63,210901.32,46401.46,,,,
2017/7/3,774746.3,112949.33,38389.33,,,,
2017/7/4,830916.79,85164.8,39923.4,,,,
2017/7/5,1399776.69,78196.98,62783.07,,,,
2017/7/6,1406520.53,70144.55,125729.64,,,,
2017/7/7,992552.13,59598.94,113883.69,,,,
2017/7/8,876893.36,55579.42,93552.2,,,,
2017/7/9,766301.61,50578.27,73232.92,,,,
2017/7/10,511314.47,42984.22,72751.14,,,,
2017/7/11,667220.72,36038.66,80078.07,,,,
2017/7/12,1039694.69,36430.78,59521.54,,,,
2017/7/13,1482286.38,41020.08,55774.13,,,,
2017/7/14,1494535.3,41839.15,66571.17,,,,
2017/7/15,1267488.8,336054.62,55290.89,,,,
2017/7/16,1262973.63,240961.55,46356.96,,,,
2017/7/17,1330636.61,128310.45,40033.32,,,,
2017/7/18,781282.93,103186.43,42473.61,,,,
2017/7/19,1120104.88,72766.14,48808.92,,,,
2017/7/20,1624019.55,55385.71,40066.61,,,,
2017/7/21,1771512.35,49331.48,36639.3,,,,
2017/7/22,1567757.68,44089.96,28205.17,,,,
2017/7/23,1433073.8,41188.13,27939.77,,,,
2017/7/24,1373370.21,31949.38,39406.55,,,,
2017/7/25,1922238.29,30973.12,61732.23,,,,
2017/7/26,1882531.46,33067.88,48874.39,,,,
2017/7/27,2036088.6,33721.26,48727.73,,,,
2017/7/28,1755043.18,37418.66,58763.06,,,,
2017/7/29,1570102.59,538482.36,54036.39,,,,
2017/7/30,1874800.88,468782.64,45470.84,,,,
2017/7/31,3464461.35,215569.92,35690.45,,,,
2017/8/1,3941681.91,181458.47,41135.67,,,,
2017/8/2,3365312.11,114221.21,43382.77,,,,
2017/8/3,2670554.93,101779.09,30683.79,,,,
2017/8/4,2859461.68,86293.91,27800.83,,,,
2017/8/5,2726297.56,96136.93,24571.59,,,,
2017/8/6,2409949.83,90706,18678.87,,,,
2017/8/7,1606502.82,113584.34,24762.34,,,,
2017/8/8,1268678.99,1270666.01,40477.61,,,,
2017/8/9,1568075.98,1407358.44,31253.24,,,,
2017/8/10,2687351.13,794235.51,36244.96,,,,
2017/8/11,2845346.79,408021.21,41224.96,,,,
2017/8/12,2364030.54,179786.75,39249.23,,,,
2017/8/13,2014098.15,127884.71,34478.16,,,,
2017/8/14,1674889.42,109224.97,23508.22,,,,
2017/8/15,1602617.15,99012.54,21271.27,,,,
2017/8/16,2036227.45,106371.58,58092.57,,,,
2017/8/17,2100177.67,89431.59,86329.26,,,,
2017/8/18,2329718.09,89895.46,82411.62,,,,
2017/8/19,2313047.88,66492.51,66741.06,,,,
2017/8/20,2144637.64,62401.59,52887.02,,,,
2017/8/21,2025836.14,62751.19,47998.95,,,,
2017/8/22,1769363.55,78775.85,47081.57,,,,
2017/8/23,1464953.32,63831.93,35276.77,,,,
2017/8/24,1252745.64,38121.89,28028.54,,,,
2017/8/25,1951633.36,31177.06,29390.28,,,,
2017/8/26,2373589.56,37990.35,23221.12,,,,
2017/8/27,1730940.49,42829.64,18216.67,,,,
2017/8/28,1424998.57,42641.6,14860.8,,,,
2017/8/29,1212438.37,37196.56,17714.57,,,,
2017/8/30,919401.16,33698.7,19299.46,,,,
2017/8/31,1953390.98,41739.59,68270.54,,,,
2017/9/1,2475807.25,993047.6,64806.67,,,,
2017/9/2,2177512.99,1074201.26,64443.37,,,,
2017/9/3,2045194.84,516925.17,57196.65,,,,
2017/9/4,1515485.86,289847,60611.9,,,,
2017/9/5,1760670.45,164606.7,53434.82,,,,
2017/9/6,1685710.53,122280.42,49769.58,,,,
2017/9/7,2098275.96,100856.39,44709.64,,,,
2017/9/8,2083308.91,98458.06,55680.96,,,,
2017/9/9,2279058.61,106846.05,49129.67,,,,
2017/9/10,2038672.95,929592.61,41425.08,,,,
2017/9/11,1474933.14,676787.51,36238.41,,,,
2017/9/12,1276054.18,282522.88,34583,,,,
2017/9/13,1274694.42,136968.78,29645.41,,,,
2017/9/14,1080025.45,95338.16,29236.23,,,,
2017/9/15,1326733.13,81837.11,32772.46,,,,
2017/9/16,1158474.89,72800.42,29985.46,,,,
2017/9/17,1125904.78,68144.58,20824.23,,,,
2017/9/18,899022.87,64286.08,17860.77,,,,
2017/9/19,970682.31,82344.3,16576.09,,,,
2017/9/20,1102136.4,95158.45,22590.45,,,,
2017/9/21,1456306.14,1399188.64,30617.87,,,,
2017/9/22,1790074.8,1659057.43,32593.29,,,,
2017/9/23,1821735.48,1063166.72,28080.52,,,,
2017/9/24,1565788.51,518802.45,26348.42,,,,
2017/9/25,1094889.89,361950.11,18332.33,,,,
2017/9/26,1126638.33,193429.8,17205.27,,,,
2017/9/27,1788833.15,157644.39,35653.32,,,,
2017/9/28,1427100.91,170146.23,77858.75,,,,
2017/9/29,1518192.57,204554.38,79031.84,,,,
2017/9/30,2003816.97,1115116.83,67366.18,,,,
2017/10/1,2989431.51,977403.63,53390.71,,,,
2017/10/2,2319685.11,571727.7,30342.01,,,,
2017/10/3,2060463.25,276282.75,33059.32,,,,
2017/10/4,1667507.37,179398.02,36973.08,,,,
2017/10/5,1008000.9,138635.55,43019.24,,,,
2017/10/6,801705.49,135291.83,42716.52,,,,
2017/10/7,863857.27,1709960.28,38419.26,,,,
2017/10/8,1113320.18,1717360.57,34159,,,,
2017/10/9,1009725.39,1249566.98,24200.36,,,,
2017/10/10,549350.56,952960.09,20337.93,,,,
2017/10/11,590174.91,520992.18,19909.99,,,,
2017/10/12,543293.12,313571.2,18399.02,,,,
2017/10/13,627519.61,354546.15,20416.57,,,,
2017/10/14,800196.02,305830.61,45762.2,,,,
2017/10/15,958779.67,241315.1,51958.78,,,,
2017/10/16,870610.68,155923.48,121471.26,,,,
2017/10/17,808766.03,134476.55,187850.3,,,,
2017/10/18,901192.34,153095.24,112451.11,,,,
2017/10/19,1117718.21,151240.29,93834.86,,,,
2017/10/20,1646677.03,1482200.55,95432.87,,,,
2017/10/21,1925653.42,1225162.45,57470.75,,,,
2017/10/22,1576757.51,564945.53,47427.08,,,,
2017/10/23,1159244.13,225868.05,38608.06,,,,
2017/10/24,1144498.12,156293.65,31264.88,,,,
2017/10/25,1305925.85,112542.01,28142.56,,,,
2017/10/26,1403334.37,87849.09,25724.96,,,,
2017/10/27,1607812.18,113483.08,31712.07,,,,
2017/10/28,1377412.58,97058.54,31422.43,,,,
2017/10/29,1397140.65,61303.7,24704.06,,,,
2017/10/30,883975.72,60511.95,25746.18,,,,
2017/10/31,1141645.78,59764.43,31254.62,,,,
2017/11/1,2120817.16,87613.92,30167.75,,,,
2017/11/2,1137251.6,99190.08,23404.52,,,,
2017/11/3,1317541.49,131756,24639.67,,,,
2017/11/4,1124057.75,133385.6,18758.58,,,,
2017/11/5,801093.62,155100.73,35568.16,,,,
2017/11/6,572811.51,175044.1,45630.29,,,,
2017/11/7,706384.86,474259.01,95860.61,,,,
2017/11/8,931788.82,548627.75,190497.63,,,,
2017/11/9,1264776.18,359453.28,122733.13,,,,
2017/11/10,1777604.16,946281.39,128492.4,,,,
2017/11/11,1963331.68,550558.86,110270.3,,,,
2017/11/12,1101831.98,308859.46,77370.52,,,,
2017/11/13,817395.75,165238.06,47760.75,,,,
2017/11/14,757158.89,123317.03,40639.04,,,,
2017/11/15,878024.59,118911.44,40966.54,,,,
2017/11/16,1026154.06,117501.38,36277.16,,,,
2017/11/17,934448.8,1028958.94,39335.91,,,,
2017/11/18,817310.15,931951.49,38655.27,59.15,,,
2017/11/19,694273.08,413030.18,39769.19,29106.64,,,
2017/11/20,650380.64,243897.48,102219.04,49045.46,,,
2017/11/21,914356.99,189994.28,175856.38,94538.88,,,
2017/11/22,1173844,147736.74,405405.18,143382.82,,,
2017/11/23,1485967.39,122850.31,298965.05,163793.05,,,
2017/11/24,1596510.72,325345.32,241198.83,233589.92,,,
2017/11/25,1079478.27,237911.13,209925.47,228151.03,,,
2017/11/26,828781.67,134061.73,159811.05,145811.22,,,
2017/11/27,577604.13,79717.48,123550.04,171596.41,,,
2017/11/28,593521.61,85538.47,96824.56,153939.63,,,
2017/11/29,808537.68,46318.22,109829.62,137746.62,,,
2017/11/30,933454.06,59924.01,150415.06,163098.2,,,
2017/12/1,2048588.9,631852.59,247199.23,187258.67,,,
2017/12/2,1304777.42,590790.68,178526.24,185378.85,,,
2017/12/3,991057.22,321229.81,123093.43,135427.9,,,
2017/12/4,1279826.17,198702.79,95965.47,118001.87,,,
2017/12/5,1378896.81,140830.18,79340.37,80877.87,,,
2017/12/6,1646597.21,95804.21,49009.46,80183.34,,,
2017/12/7,1864158.92,73698.52,43107.69,73539.79,,,
2017/12/8,2159240.6,80616.09,57583.94,66970.68,,,
2017/12/9,2408229.46,94939.86,48389.64,64923.84,,,
2017/12/10,1955222.92,73971.1,42864.03,51526.77,,,
2017/12/11,1736736.06,67407.53,36803.91,44461.88,,,
2017/12/12,1753511.36,49412.65,43623.87,46043.98,,,
2017/12/13,1374396.62,42228.11,44851.24,46583.06,,,
2017/12/14,1342561.38,42047.8,56031.06,51831.82,,,
2017/12/15,1668133.51,86459.94,68235.86,50787.84,,,
2017/12/16,2385241.52,94649.35,58719.98,45099.94,,,
2017/12/17,2073897.48,69850.31,56018.15,66366.5,,,
2017/12/18,1917036.84,47696.48,61991.18,52328.09,,,
2017/12/19,1622654.83,43186.14,104345.87,64157.8,,,
2017/12/20,1299403.48,52171.53,88713.69,74872.16,,,
2017/12/21,1085766.26,209956.83,71819.42,82437.79,,,
2017/12/22,1213414.99,204525.56,89289.82,86061.83,,,
2017/12/23,1205721.99,115977.64,79406.83,80780.52,,,
2017/12/24,1190521.18,93700.27,77080.3,65118.78,,,
2017/12/25,1218092.7,76389.02,106966.83,82332,,,
2017/12/26,943633.89,61406.06,130286.38,59173.37,,,
2017/12/27,578692.87,64612.4,122263.86,89640.15,,,
2017/12/28,365026.34,53526.8,158743.33,128672.22,,,
2017/12/29,831857.96,52227.77,184768.37,168991.41,,,
2017/12/30,916540.41,38291.16,127145.06,158623.45,,,
2017/12/31,1751561.32,44094.55,107162.49,253610.52,,,
2018/1/1,6639479.24,51622.79,80728.43,277651.7,,,
2018/1/2,3156514.83,1368548.82,72785.37,197821.32,,,
2018/1/3,2490701.21,888040.19,103277.77,183701.43,,,
2018/1/4,2170656.74,460789.06,178801.68,113770.34,,,
2018/1/5,2623447.2,313990.25,136108.13,67359.59,,,
2018/1/6,2558675.08,186935.78,122884.83,74608.5,,,
2018/1/7,1877153.1,114174.74,101435.5,73275.97,,,
2018/1/8,1901818.22,110166.58,74402.62,58525.63,,,
2018/1/9,1753007.53,96972.34,62903.17,63795.71,,,
2018/1/10,1655811.19,128887.5,65926.69,55526.26,,,
2018/1/11,1714340.64,109417.99,62363.1,39340.17,,,
2018/1/12,1772121.31,120565.47,65549.36,36487.03,,,
2018/1/13,2320975.51,162281.01,63672.74,16969.97,,,
2018/1/14,2239588.62,223402.48,47593.86,19819.35,,,
2018/1/15,1598413.41,314995.45,38551.2,62934.99,,,
2018/1/16,1842846.6,156401.02,55842.13,74053.13,,,
2018/1/17,1834283.23,132364.38,90600.22,109461.4,,,
2018/1/18,1883795.87,117764.37,111864.45,133390.73,,,
2018/1/19,2210589.45,157381.17,119639.69,114249.57,,,
2018/1/20,1877820.9,183984.14,100030.12,180506.56,,,
2018/1/21,1893204.58,281349.51,81407.58,154668.3,,,
2018/1/22,1535320.61,302328.17,59542.99,47383.23,,,
2018/1/23,1539925.07,1231589.68,77788.37,24238.79,,,
2018/1/24,1898132.26,1359133.3,103489.21,24143.71,,,
2018/1/25,2476834.95,1358435.56,183961.36,20923.05,,,
2018/1/26,2507449.88,775810.36,150414.94,20549.39,,,
2018/1/27,2874942.28,446030.15,130465.48,20092.51,,,
2018/1/28,2590617.08,213984.72,132427.97,15809.07,,,
2018/1/29,2219777.53,139642.95,115555.02,71607.85,,,
2018/1/30,2205370.52,127577.64,105157.93,84763.7,,,
2018/1/31,2603524.47,180259.31,101740.65,190213.34,,,
2018/2/1,4064178.59,169598.06,112479.98,195325.8,,,
2018/2/2,2585490.96,138892.54,118898.69,142144.08,,,
2018/2/3,2341571.49,138416.72,109259.89,202772.35,,,
2018/2/4,2186735.31,110439.63,81632.01,121447.19,,,
2018/2/5,1826089.92,106122.47,59982.99,118777.24,,,
2018/2/6,1937602.89,150757.6,56284.06,97821.81,,,
2018/2/7,2920770.36,119021.82,91627.48,69090.36,,,
2018/2/8,2527747.25,92026.18,134697.95,57511.41,,,
2018/2/9,3225757.47,85760.91,133148.28,87264.2,,,
2018/2/10,3296023.16,87767.87,105604.84,81376.24,,,
2018/2/11,2207679.02,85499.86,89798.8,84074.11,,,
2018/2/12,1654192.39,119304.11,70439.09,82399.15,,,
2018/2/13,1839435.29,80273.4,51311.3,125870.46,,,
2018/2/14,2673183.85,193513.98,40730.48,151277.2,,,
2018/2/15,2490236.89,2024675.33,36855.82,191734.73,,,
2018/2/16,2967791.75,2408657.55,40948.66,178149.79,,,
2018/2/17,3077213.9,1618795.14,39373.96,232326.55,,,
2018/2/18,3018846.26,1345483,35654.98,144640.33,,,
2018/2/19,2038851.19,789130.46,31334.85,117714.96,,,
2018/2/20,1992695.75,567558.66,46409.93,112531.85,,,
2018/2/21,2437956.64,428264.27,82761.16,82389.1,,,
2018/2/22,2550284.99,497088.59,130250.85,90182.51,,,
2018/2/23,2882331.23,1419190.9,117300.18,123913.88,,,
2018/2/24,3109525.61,1292085.49,114098.23,139806.64,,,
2018/2/25,1635211.92,930567.75,91077.96,209771.86,,,
2018/2/26,1388221.2,577741.83,68735.82,152484.5,,,
2018/2/27,1394503.88,339493.51,69947.08,204149.57,,,
2018/2/28,2194912.04,234421.15,81842,219459.2,,,
2018/3/1,3521821.61,304355.92,112290.73,228270.99,,,
2018/3/2,2743785.61,423733.13,106095.33,164999.23,,,
2018/3/3,2537027.9,475132.77,83695.1,130320.87,,,
2018/3/4,2214224.8,439794.36,72310.64,63088.79,,,
2018/3/5,2746201.26,197470.47,56128.82,81024.14,,,
2018/3/6,2322155.17,146175.02,57480.7,61055.6,,,
2018/3/7,2515063.19,94467.49,67128.86,164310.06,,,
2018/3/8,1747598.44,85151.28,60381.38,133314.64,,,
2018/3/9,1876090.79,65001.31,70744.08,148432.79,,,
2018/3/10,1547273.14,68954.42,69435.35,219381.7,,,
2018/3/11,1258181.35,61340.47,56898.89,186932.04,,,
2018/3/12,1320260.67,41976.66,56616,94433.73,,,
2018/3/13,1390833.22,34862.92,64246.3,79171.57,,,
2018/3/14,1987887.82,86214.07,69408.34,69114.2,,,
2018/3/15,2404055.3,102134.75,105770.95,64125.07,,,
2018/3/16,2668950.93,67543.35,96514.83,63330.6,,,
2018/3/17,2941683.01,63087.7,82212.69,53799.54,,,
2018/3/18,2081067.94,46400.45,68085.53,33101.35,,,
2018/3/19,1549895.29,28901.36,56039.39,25935.35,,,
2018/3/20,1222741.27,26081.86,58312.96,33939.42,,,
2018/3/21,1411963.24,25997.41,73921.11,37186.27,,,
2018/3/22,1128825.26,29628.59,81622.11,40554.08,,,
2018/3/23,955021.52,31268.78,79685.47,35831.75,,,
2018/3/24,1006351.96,37689.22,70554.08,37527.82,,,
2018/3/25,717178.38,879745.35,57747.52,32652.14,,,
2018/3/26,604596.67,687979.59,51831.27,69453.93,,,
2018/3/27,544548.41,451060.28,69847.33,64576.57,,,
2018/3/28,409180.87,314783.87,102276.22,94886.39,,,
2018/3/29,372547.18,358495.67,128794.15,87559.73,,,
2018/3/30,815240.12,398084.03,129306.22,73154.99,,,
2018/3/31,1093677.32,229454.14,114458.58,97346.51,,,
2018/4/1,2333811.48,209548.42,105569.1,103768.16,,,
2018/4/2,1563841.95,186536.01,140552.27,67994.65,,,
2018/4/3,1672527.81,127766.52,187649.27,58774.72,,,
2018/4/4,2171987,76183.22,570150.38,52533.39,,,
2018/4/5,2442586.69,77769.21,394693.21,47744.01,,,
2018/4/6,2280267.33,56999.08,343655.72,44609.85,,,
2018/4/7,2225828.52,51572.29,307886.26,27487.71,,,
2018/4/8,1944621.32,197162.47,341835.61,25448.19,,,
2018/4/9,1571196.98,233359.95,99092.67,50327.84,,,
2018/4/10,1789141.28,143413.52,110145.18,55648.14,,,
2018/4/11,2047461.91,102676.11,118185.24,81455.27,,,
2018/4/12,1914199.26,91881.92,144348.79,72242.22,,,
2018/4/13,1863334.29,134970.47,147747.27,76619.73,,,
2018/4/14,1407421.6,106329.52,106998.88,75609.32,,,
2018/4/15,1398968.92,76544.37,95800.66,31417.22,,,
2018/4/16,1090267.22,51515.62,71918.4,24975.39,,,
2018/4/17,1090270.78,41427.48,74169.04,33846.07,,,
2018/4/18,1095750.57,41604.34,90906.29,67643.02,,,
2018/4/19,1728867.37,39856.48,175961.22,58600.22,,,
2018/4/20,1363194.67,787593.47,130135.81,95092.51,,,
2018/4/21,2045924.41,735072.75,101071.1,114155.6,,,
2018/4/22,1191930.67,603805.35,75349.43,113708.38,,,
2018/4/23,960261.11,385502.15,42437.81,91780.91,,,
2018/4/24,942325.07,198393.63,41544.18,69120.2,,,
2018/4/25,1491724.29,166093.06,44249.1,61210.84,,,
2018/4/26,1755037.54,116749.44,45573.63,59287.84,,,
2018/4/27,2518126.26,782204.09,61674.62,60139.18,,,
2018/4/28,2618265.49,698693.19,58582.92,55403.79,,,
2018/4/29,2850732.24,548796.67,48165.14,60484.89,,,
2018/4/30,3894257.41,294535.59,39756.88,65736.62,,,
2018/5/1,4559152.42,220567.14,42821.5,73575.15,,,
2018/5/2,2879827.71,131645.44,32098.25,48131.58,,,
2018/5/3,2735487.88,115260.47,42875.22,43541.55,,,
2018/5/4,2109017.14,127561.98,37605.9,40052.52,,,
2018/5/5,1725550.81,94632.81,30618.86,36381.81,,,
2018/5/6,1990669,62935.61,26523.09,33332.03,,,
2018/5/7,1697506.36,41843.3,24743.34,22494.72,,,
2018/5/8,1198918.37,38528.88,28956.37,20884.23,,,
2018/5/9,1168376.66,33316.47,32483.12,22137.61,,,
2018/5/10,1048273.49,45469.02,40349.6,21007.53,,,
2018/5/11,1398376.62,60682.61,54565.51,24613.66,,,
2018/5/12,1861744.16,62880.3,45318.95,25756.32,,,
2018/5/13,1819728.07,139523.41,60001.68,32441.21,,,
2018/5/14,1016228.79,168430.54,62976.6,27953.52,,,
2018/5/15,755487.7,176037.5,99768.86,23922.13,,,
2018/5/16,647195.29,180899.89,207679.16,29569.32,,,
2018/5/17,615577.28,129354.3,139193.99,29750.54,,,
2018/5/18,858473.28,467004.53,127299.02,27477.21,,,
2018/5/19,1303987.38,429765.66,101282.03,26988.71,,,
2018/5/20,809470.42,223276.61,90423.48,27618.36,,,
2018/5/21,1491116.37,114417.52,52966.62,93422.02,,,
2018/5/22,1149073.43,79701.61,46073.91,110984.36,,,
2018/5/23,1700635.77,54733.46,41327.21,259933.07,,,
2018/5/24,2097146.34,42041.86,40485.46,237375.48,,,
2018/5/25,1955521.96,41821.73,48055.83,184005.77,,,
2018/5/26,1667934.9,47696.25,37852.18,187438.93,,,
2018/5/27,870737.78,35373.04,31039.54,146389.35,,,
2018/5/28,769316.42,24941.11,54371.77,96229.36,,,
2018/5/29,718981.73,20124.84,51228.67,108134.38,,,
2018/5/30,1186819.76,18355.63,85317.83,104316.59,,,
2018/5/31,2670821.83,20972.87,184872.98,103593.05,,,
2018/6/1,3044771.92,25259.37,154037.94,122931.01,,,
2018/6/2,1790183.15,30382.68,114233.22,118978.51,,,
2018/6/3,1500249.15,20637.71,87450.03,93881.88,,,
2018/6/4,1373268.67,252494.8,75056.1,89092.13,,,
2018/6/5,2078574.66,393273.98,67296.63,81209.57,,,
2018/6/6,1857112.59,483729.16,95640.46,72887.17,,,
2018/6/7,973523.37,291993.51,125926.18,55596.77,,,
2018/6/8,1037283.45,243370.81,122117.57,56243.68,,,
2018/6/9,1080998.85,184016.31,102037.35,46446.73,,,
2018/6/10,1829978.27,161834.05,83425.46,64411.07,,,
2018/6/11,1923549.59,97702.17,95093.48,46737.11,,,
2018/6/12,1795500.84,94774.62,122011.3,72026.98,,,
2018/6/13,1679190.14,88845.32,191828.19,97163.09,,,
2018/6/14,2823128.99,81345.3,396301.99,83422.44,,,
2018/6/15,2824659.67,82107.81,292469.57,70849.73,,,
2018/6/16,2713520.02,78752.27,208005.06,64331.57,,,
2018/6/17,2297405.07,102795.5,171109.09,44678.73,,,
2018/6/18,1868970.63,1401021.11,156194.46,38074.88,,,
2018/6/19,1522270.06,1287680.16,67943.66,27048.23,,,
2018/6/20,1895497.88,898631.84,62520.68,26884.35,,,
2018/6/21,1222818.8,517638.47,58316.03,24216.43,,,
2018/6/22,1235008.12,253652.49,59649.57,24015.08,,,
2018/6/23,1409698.95,153404.21,52666.97,22711.61,,,
2018/6/24,1180540.54,535279.97,43372.15,31482.4,,,
2018/6/25,1426629.95,1327207.22,49012.31,34278.67,,,
2018/6/26,1461998.55,828836.7,68183.99,42671.07,,,
2018/6/27,2259160.27,500544.19,101508.04,49489.96,,,
2018/6/28,1954348.5,280143.4,227755.4,44782.19,,,
2018/6/29,1674039.58,140960.19,169113.79,38502.26,,,
2018/6/30,2389914.34,129008.64,129605.88,49486.14,,,
2018/7/1,2577779.3,120811.81,105922.15,39243.35,,,
2018/7/2,1510085.8,103940.06,70798.09,37672.87,,,
2018/7/3,1224860.95,63965.94,74693.04,32086.43,,,
2018/7/4,2439897.8,53289.05,60668.74,38730.99,,,
2018/7/5,3300241.17,46408.62,115184.71,34095.75,,,
2018/7/6,2362712.17,48136,164194.64,36809.85,,,
2018/7/7,2409247.51,60695.28,274988.63,37511.83,,,
2018/7/8,1994237.92,48472.71,295096.93,21369.9,,,
2018/7/9,1632611.21,39932.96,244148.2,20282.14,,,
2018/7/10,1449740.39,43632.04,187327.65,43779.02,,,
2018/7/11,1381036.23,44331.65,129896.78,55540.58,,,
2018/7/12,1237899.32,51925.33,129050.15,51473.77,,,
2018/7/13,1345394.78,184851.04,132579.53,80526.38,,,
2018/7/14,1513068.2,180502.72,113827.88,77815.22,,,
2018/7/15,1251813.41,114015.4,130717.41,54085.45,,,
2018/7/16,1110099.89,77519.88,132709.23,55583.78,,,
2018/7/17,973619.59,66757.9,186700.86,49127.41,,,
2018/7/18,1776307.13,53726.86,164432.23,11038.79,,,
2018/7/19,2041603.63,44944.98,117165.81,9606.88,,,
2018/7/20,2414213.78,194333.76,115575.59,9163.65,,,
2018/7/21,3149867.2,198234.88,87628.24,9618.45,,,
2018/7/22,2377290.25,132922.11,56827.64,7995,,,
2018/7/23,2302975.64,69979.66,71774.35,7953.71,,,
2018/7/24,1600825.27,58445.24,114737.14,7670.66,,,
2018/7/25,2055390.67,46947.31,192283.86,11664.67,,,
2018/7/26,1497335.4,43362.48,342806.81,14480.73,,,
2018/7/27,1826369.76,48146.3,264403.8,19701.17,,,
2018/7/28,1993574.32,33123.23,218927.23,96316.57,,,
2018/7/29,2274513.88,26806.92,177023.11,98600.54,,,
2018/7/30,1911999.48,37980.2,169543.38,120172.32,,,
2018/7/31,3871962.3,32396.69,93204.28,205014.75,,,
2018/8/1,5594881.87,27248.99,93601.35,232459.82,,,
2018/8/2,2464772.99,23427.79,81553.45,210947.07,,,
2018/8/3,2797498.08,19587.28,132922.37,110637.07,,,
2018/8/4,3553624.86,24016.4,162804.09,95749.95,,,
2018/8/5,3125505.68,19110.65,215992.63,69963.31,,,
2018/8/6,2466516.23,18017.97,416518.15,80854.94,,,
2018/8/7,1989950.77,450225.67,275233.17,190126.39,,,
2018/8/8,2535243.09,368711.83,230797.94,174008.4,,,
2018/8/9,2353369.54,300671.8,246043.3,183084.28,,,
2018/8/10,2893586.06,199659.02,186538.22,189105.34,,,
2018/8/11,2724618.69,180761.09,147206.34,189368.94,,,
2018/8/12,2470102.88,128473.18,109472.42,171836.07,,,
2018/8/13,2319941.37,85213.21,82850.75,153472.08,,,
2018/8/14,2284526.25,74739.54,83242.04,116573.82,,,
2018/8/15,2774942.98,55423.48,65985.17,107773.64,,,
2018/8/16,2287931.86,38772.26,57875.26,122142.15,,,
2018/8/17,2573484.86,52433.69,71444.04,104222.92,,,
2018/8/18,2370586.14,46787.62,52680,94759.54,,,
2018/8/19,2078457.15,37986.95,46087.92,79523.46,,,
2018/8/20,2051924.9,31336.8,71875.61,25361.86,,,
2018/8/21,2121562.5,133912.09,89470.1,15860.97,,,
2018/8/22,1909770.83,177482.67,132787.81,16121.19,,,
2018/8/23,2983540.57,130716.14,363137.85,16537.66,,,
2018/8/24,2085357.5,76520.53,205785.49,20513.3,,,
2018/8/25,1841629.82,54683.05,147345.73,96315.78,,,
2018/8/26,1934411.74,38042.64,125506.26,92559.54,,,
2018/8/27,1502689.42,33056.67,65557.26,131300.28,,,
2018/8/28,1510442.12,28647.61,64402.21,124732.74,,,
2018/8/29,1812970.46,56597.91,56089.6,143013.63,,,
2018/8/30,1473141.42,49487.57,59559.41,124049.22,,,
2018/8/31,1870145.08,43525.81,87601.19,137213.64,,,
2018/9/1,2264837.2,39444.32,78758.77,148375.07,,,
2018/9/2,1056870.16,29857.26,70562.34,107215.51,,,
2018/9/3,1447314.11,24342.14,62800.3,83186.41,,,
2018/9/4,1115264.13,25748.02,63449.34,71882.58,,,
2018/9/5,1310734.84,21568.42,75125.11,69695.11,,,
2018/9/6,2029390.99,328567.2,88203.14,69114,,,
2018/9/7,1985758.29,327736.14,112001.59,98468.08,,,
2018/9/8,2048690.38,190689.1,123208.13,91282.58,,,
2018/9/9,1607182.41,118537.15,127709.22,90982.74,,,
2018/9/10,1549457.44,88710.81,118024.74,82792.57,,,
2018/9/11,1476821.4,70852.88,109778.91,29346.15,,,
2018/9/12,1508509.89,50664.67,101241.3,27656.72,,,
2018/9/13,1352827.69,476799.55,146675.19,23730.69,,,
2018/9/14,1125983.31,336602.38,152293.63,34076.38,,,
2018/9/15,1315146.36,208667.82,104174.91,29831.36,,,
2018/9/16,1143600.73,168023.45,88679.99,30356.5,,,
2018/9/17,1398323.36,150245,55551.79,27434.11,,,
2018/9/18,1374108.2,118742.31,37870.65,42438.39,,,
2018/9/19,1796755.44,81702.02,32508.66,51420.48,,,
2018/9/20,2145116,63867.79,32642.57,50282.79,,,
2018/9/21,2093637.05,62961.16,37437.37,65742.75,,,
2018/9/22,2317602.78,112325.03,33170.08,64573.61,,,
2018/9/23,2021447.56,1609786.8,29290.91,62063.44,,,
2018/9/24,1805123.79,1299508.29,31346.14,46543.35,,,
2018/9/25,1649967.97,1014807.5,39686.3,47406.65,,,
2018/9/26,1533971.74,383286.8,69373.36,57425.26,,,
2018/9/27,1074471.82,300457.95,48178.12,44450.41,,,
2018/9/28,1061611.76,196489.87,64336,54633.23,,,
2018/9/29,1076098.18,208700.66,73647.04,58622.24,,,
2018/9/30,1176271.63,1586393.6,78468.6,69684.57,,,
2018/10/1,1629719.39,1789600.33,92689.52,58517.33,,,
2018/10/2,850498.07,1026294.81,99599.21,47430.87,,,
2018/10/3,878192.15,516969.39,87233.38,61647.61,,,
2018/10/4,786318.91,346604.69,123299.07,37635.43,,,
2018/10/5,863921.12,166946.44,102384.09,39104.11,,,
2018/10/6,1001990.44,157920.86,75599.69,49220.46,,,
2018/10/7,869503.46,134628.94,57215.45,36967.4,,,
