date,Japan,China,United States of America,South Korea,Germany,United Kingdom,France,Russia
2021/12/22,25257.49,15948.35,20030.7,7041.88,2867.23,1380.39,587.63,500.55
2021/12/23,44287.65,303685.01,24719.71,12476.58,2585.89,1568.76,610.57,460.66
2021/12/24,62007.46,238003.43,28803.49,16570.13,3553.3,1805.05,746.54,575.03
2021/12/25,47013.24,129945.62,27782.82,14640.58,3804.1,1638.35,901.55,631.42
2021/12/26,37776.98,97734.92,24475.48,13491.01,2906.57,1373.67,727.97,546.19
2021/12/27,39205.6,72218.31,21047.4,12790.07,3093.73,1391.1,580.65,491.81
2021/12/28,214293.2,68437.23,61970.18,20553.25,11606.71,4668.47,3443.7,2124.98
2021/12/29,301850.25,578705.16,165854.32,21600.38,18420.2,7757.64,4294.42,4124.73
2021/12/30,493014.75,305775.24,146134.88,22948.72,19242.95,9626.39,4573.94,4467.33
2021/12/31,887530.18,170598.88,145735.83,33115.6,19657.09,14070.02,5050.9,4638.04
2022/1/1,536920.9,117943.57,143900.81,39498.79,14540.03,7887.04,5683.42,3839.25
2022/1/2,490463.43,94598.03,103440.46,25936.93,16778.04,6678.77,5275.42,4398.2
2022/1/3,433051.39,63563.29,92670.64,22645.43,14876.09,6886.98,5172.38,4693.84
2022/1/4,318057.6,57862.29,66243.88,13568.43,12823.15,5391.92,3377.15,3013.97
2022/1/5,151294.3,55675.08,65550.1,10087.53,9793.67,4389.8,2778.2,1982.98
2022/1/6,145116.79,77091.65,54331.43,11040.75,9552.41,4109.71,2232.72,1810.23
2022/1/7,220745.42,65192.92,51619.72,11542.79,11767,4158.77,2366.1,1552.5
2022/1/8,132145.13,43913.98,48908.45,11271.58,8346.65,4210.27,2518.27,1113.71
2022/1/9,131049.37,32758.94,46565.16,10761.45,7037.95,3375.55,1932.42,1076.29
2022/1/10,141645.47,27753.86,41733.65,10952.89,5692.53,2861.75,1370.86,1179.98
2022/1/11,246821.83,26141.3,49018.89,10521.13,6423.17,3482.17,1484.38,1639.01
2022/1/12,180610.71,33808.79,56912.55,11113.5,6512.63,3949.95,1506.53,1603.46
2022/1/13,133269.65,24665.31,47131.65,10272.17,6176.39,3225.77,1443.89,1668.87
2022/1/14,109347.16,17008.04,42708.58,10347.21,6409.86,2714.44,1317.36,1532.14
2022/1/15,85223.94,18012.64,34237.43,10577.33,6015.6,2572.35,1278.8,1282.39
2022/1/16,54118.27,11210.48,24890.39,5970.18,3494.69,1765.26,1029.9,901.91
2022/1/17,30170.35,8886.99,18838.86,3752.14,2893.83,1078.93,597.22,562.63
2022/1/18,16567.25,13103.14,9355.32,4131.81,1824.42,730.53,412.4,335.2
2022/1/19,14955.23,8343.37,9496.49,1498.3,1324.84,689.77,314.13,267.64
2022/1/20,13422.92,10449.02,9814.85,1573.58,1221.92,699.19,322.22,272.01
2022/1/21,15950.79,10119.49,11060.01,1655.64,1362.54,624.66,301.02,322.83
2022/1/22,16635.72,8459.41,10838.22,1553.62,1387.13,569.31,315.07,345.05
2022/1/23,15733.67,8600.47,9581.72,1424.23,1277.59,568.95,354.27,287.8
2022/1/24,15929,9320.91,7561.18,1402.52,1228.16,512.82,399.84,273.01
2022/1/25,19759.53,8174.58,8327.25,1557.89,1117.42,541.49,303.78,284.15
2022/1/26,76146.07,17992.08,8898.89,7778.94,1751.96,964.25,606.94,440.62
2022/1/27,115808.74,135092.16,66637.09,11612.62,6305.77,3219.14,1178.64,968.04
2022/1/28,232327.27,145010.82,71156.96,14430.64,9213.67,5617.86,2070.36,1528.67
2022/1/29,211576.4,91041.69,65423.19,13611.49,9188.64,4424.92,2296.92,1209.81
2022/1/30,189825.69,75049.62,61682.34,12584.44,6864.96,4011.21,2408.65,1176.66
2022/1/31,341792.24,101535.8,52799.86,17210.52,9016.3,3548,2066,1288.25
2022/2/1,425363.25,155012.38,70994.64,20338.66,11593.49,6736.76,3409.83,2029
2022/2/2,199206,101425.59,51847.03,10907.6,10470.1,4239.7,2564.34,1726.65
2022/2/3,159569.73,48265.73,44773.6,8243.84,7209.9,3346.9,1767,1414.29
2022/2/4,149055.86,38801.07,44982.02,7362.78,7369.67,2964.56,1747.52,1394.75
2022/2/5,143179.44,23742.54,42206.2,6997.97,5545.09,2610.02,1587.94,1303.66
2022/2/6,130048.06,29980.77,38464.92,6710.48,5801.39,2667.89,1777.03,1050.96
2022/2/7,84902.1,21130.9,27334.41,7291.43,3547.62,1617.3,972,589.52
2022/2/8,79175.81,19008.66,26980.36,6955.96,2884.34,1344.87,914.54,590.92
2022/2/9,77868.21,20466.69,33104.02,6598.44,2868.97,1538.53,772.96,576.8
2022/2/10,109902.21,37430.78,40052.97,8292.82,3605.78,1755.03,938.44,848.02
2022/2/11,90372.29,32350.65,43167.48,6798.96,3753.77,2582.08,1089.7,1009.05
2022/2/12,67619.79,25663.43,57133.91,7945.27,3776.57,2071.66,915.8,995.37
2022/2/13,56963.38,25890.88,29408.32,5589.52,2679.34,1855.12,809.06,907.76
2022/2/14,54870.67,29617.28,24500.26,3964.79,3329.36,1835.23,808.36,961.72
2022/2/15,51241.13,24380.96,23994.51,3419.66,2777.65,1796.56,613.72,849.79
2022/2/16,44557.77,19345.61,25740.41,3337.39,2639.08,1505.15,617.83,836.49
2022/2/17,38610.09,17405.88,22061.88,5093.53,2129.7,1311.99,640.64,757.18
2022/2/18,35515.08,15640.27,20474.49,6059.76,2001.27,1196.67,540.04,733.67
2022/2/19,27003.74,17150.2,16814.71,5974.53,1988.33,1267.75,464.08,696.76
2022/2/20,25636.06,17620.51,14126.35,5951.48,1567.05,936.33,418.22,553.7
2022/2/21,23109.22,16427.37,13468.98,5134.01,1321.38,737.25,376.06,572.64
2022/2/22,19002.6,14692.77,10391.66,5564.18,1037.81,614.15,333.91,850.65
2022/2/23,22376.38,23366.18,36068.6,4149.53,1801.29,852.18,572.57,1069.57
2022/2/24,155126.25,173121.37,85750.66,3060.38,8858.21,4570.57,2191.97,2358.18
2022/2/25,240002.7,132263.12,88811.14,3239.45,13418.22,6510.78,3308.49,3721.86
2022/2/26,200444.93,96002.8,79459.44,3104.54,12369.73,4970.64,3147.74,3496.88
2022/2/27,181548.69,64540.52,68512.03,2430.41,8781.16,4361.9,2562.69,2797.21
2022/2/28,221162.49,48968.63,63192.23,2851.58,9861.57,4606.07,2672.49,2957.11
2022/3/1,343901.14,45617.07,67964.84,3144.95,9961.85,4924.99,3551.9,2507.99
2022/3/2,176581.17,48254.88,72661.2,3382.58,9222.03,4265.27,3053.77,2799.13
2022/3/3,147196.02,38329.89,40030.3,15855.03,7462.11,3581.09,1932.01,3103.84
2022/3/4,120662.83,34248.23,38516.82,15066.6,5988.08,3031.38,1509.63,1614.32
2022/3/5,120469.12,26141.8,34307.17,16230.24,4265.01,2361.95,1336.1,1457.05
2022/3/6,114114.4,22001.66,30640.87,16015.02,3775.57,1873.57,1152.05,1172.02
2022/3/7,88558.16,18986.63,27021.12,12853.7,2853.82,1740.54,1030.58,1017.75
2022/3/8,72391.5,20764.68,30294.1,11997.13,4151.25,1935.01,995.57,966.85
2022/3/9,99295.57,22027.8,35156.23,11632.64,4546.93,1825.56,969.34,1086.01
2022/3/10,100462,21906.73,29836.96,9895.42,3259.29,1453.96,912.07,620.59
2022/3/11,67861.78,14082.88,24147.07,10226.01,2767.63,1097.36,690.29,15.87
2022/3/12,49813.07,10434.9,22785.01,8860.19,3024.99,1287.14,732,37.14
2022/3/13,39722.63,9718.74,19927.2,7882.01,2193.98,1067.91,660.89,44.02
2022/3/14,25369.29,9124.82,13295.12,6726.65,1592.98,704.35,453.47,27.16
2022/3/15,12360.42,6614.72,9093.79,7842.16,1199.63,689.09,426.58,32.95
2022/3/16,11687.53,10077.23,8762.17,7320.98,1055.52,481.61,292.32,18.73
2022/3/17,10650.83,19920.98,9929.38,6608.42,1166.36,462.09,284.76,18.6
2022/3/18,12846.49,9775.23,9742.86,7009.2,1277.77,471.72,253.82,13.22
2022/3/19,13414.56,8993.59,10747.07,5853.5,1103.42,602.36,207.64,21.37
2022/3/20,11434.82,8545.84,8014.64,4157.36,956.63,506.13,211.55,8.35
2022/3/21,11851.46,6558.07,7246.86,3583.18,730.71,395.23,209.63,1.92
2022/3/22,10079.02,6512.71,7787.56,2328.67,752.11,470.7,220.25,3.17
2022/3/23,11193.99,24582.23,10811.96,1357.91,1022.55,488.2,277.51,196.62
2022/3/24,43847.89,43852.92,26386.04,1477.9,1742.18,1144.57,327.08,210.44
2022/3/25,76384.44,35117.54,27629.83,1984.21,2380.06,1449.82,354.83,97
2022/3/26,65648.26,24539.69,24410.83,1928.26,2194.28,1170.69,504.45,48.13
2022/3/27,49408.33,20463.92,23423,1834.96,1945.02,1141.18,419.05,22.06
2022/3/28,40369.44,19577.72,19276.42,1608.05,2201.29,1182.12,432.28,45.35
2022/3/29,35876.07,17632.88,20369.29,1563.3,2501.87,1468.65,401.88,54.3
2022/3/30,33967.77,15398.92,17137.89,8833.65,2726.49,1298.93,492.62,135.99
2022/3/31,73856.91,43766.73,29890.19,16816.95,3129.07,1608.23,583.07,49.59
2022/4/1,132329.96,59240.23,45330.8,22040.31,6708.58,2839.37,1366.5,208.56
2022/4/2,70659.55,43217.75,30961.43,17065.98,4772.01,2275.13,1131.09,245.27
2022/4/3,55003.57,29187.11,24577.57,14555.85,3939.93,1745.21,1063.51,70.53
2022/4/4,51610.62,20895.03,21150.99,11922.51,3516.61,1569.06,839.95,75.39
2022/4/5,49823.99,18114.83,24028.75,12181.78,3572.27,1655.36,923.89,36.86
2022/4/6,47304.11,17622.81,25160.34,8958.99,3165.47,1681.45,927.96,39.56
2022/4/7,40818.13,15906.87,22158.94,9957.67,2395.17,1683.18,643.97,37.91
2022/4/8,28739.29,13781.69,23781.33,11574.34,1781.4,853.37,510.62,40.03
2022/4/9,24866.92,10581.71,13321.08,11643.01,1660.63,744.72,444.28,67.13
2022/4/10,19503.52,8733.03,10745.81,10973.61,1312.13,624.24,413.56,73.85
2022/4/11,16492.86,7824.29,9266.32,9442.57,1097.95,654.3,308.93,35.14
2022/4/12,12123.62,7302.63,9005.91,9301.6,1008.69,513.35,314.53,132.6
2022/4/13,10367.27,7470.09,15513.92,9271.93,1102.51,544.45,292.3,55.79
2022/4/14,38445.73,48878.68,36319.73,11346.31,1622.67,1027.11,425.91,93.3
2022/4/15,37109.52,49565.22,36565.48,11230.91,2309.48,1773.71,510.22,113.62
2022/4/16,43970.9,41516.12,26988.25,10217.05,1818.34,1037.73,531.72,67.6
2022/4/17,28649.33,32447.27,24903.9,8989.38,1992.53,1128.22,543.27,34.37
2022/4/18,25231.14,22315.74,20597.15,8293.32,1827.82,953.71,553.61,24.45
2022/4/19,26258.41,21807.26,22342.43,7886.27,2007.73,1080.09,516.19,35.78
2022/4/20,30324.15,20176.47,24723.81,7056.45,2108.43,1066.27,596.28,38.67
2022/4/21,32560.91,15894.35,22589.62,8557.04,2359.92,1099.77,626.24,59.6
2022/4/22,34895.5,10809.19,23271.46,8027.61,3172.58,1317.86,727.8,54.46
2022/4/23,39523.01,9434.81,21463.57,7988.56,3666.78,1419.26,852.07,54.07
2022/4/24,39185.82,9804.06,19453.81,7127.18,3616.82,1566.35,901.24,102.42
2022/4/25,39351.68,16531.76,17469.45,6344.6,3568.78,1573.56,818.65,96.78
2022/4/26,45122.99,15413.08,18881.18,5207,4287.37,1840.32,872.2,67.74
2022/4/27,56281.21,18393.31,27173.81,5432.96,5701.4,2197.56,1116.72,172.23
2022/4/28,172024.5,141739.06,88286.62,5294.32,7735.66,4373.78,1586.6,277.68
2022/4/29,186261.18,116340.25,83170.61,4865.38,13255.81,5892.04,2640.42,351.01
2022/4/30,212021.86,54081.28,72830.22,5811.71,12346.61,4767.67,2646.36,417.58
2022/5/1,283677.79,59875.75,69389,6629.94,10064.69,4322.87,2641.52,268.63
2022/5/2,182818.37,34561,53745.44,4303.86,10257.59,4090.3,2313.59,240.83
2022/5/3,148916.24,28233.59,57136.59,3590.47,8696.12,3487.83,2341.52,153.82
2022/5/4,137861.64,27971.5,48813.71,2951.53,10047.36,3985.39,1624.72,150.97
2022/5/5,85623.45,25558.84,36032.73,12331.11,5454.6,2267.6,1005.76,141.17
2022/5/6,98032.91,28518.02,34567.99,11806.34,6685.99,2311.7,1054.41,218.33
2022/5/7,73543.67,20204.15,28628.71,12234.19,4347.46,1578.27,846.43,133.07
2022/5/8,65152.54,19473.15,27386.64,9988.86,3846.14,1418.88,1104.4,66.95
2022/5/9,62105.04,20069.92,23156.71,10607.54,3340.81,1407.28,670.89,98.19
2022/5/10,64772.15,23001.42,24079,11785.51,3495.51,1473.12,674.86,57.55
2022/5/11,72982.83,25615.53,27809.08,10503.66,3379.05,1377.3,690.38,64.33
2022/5/12,74488.25,26940.36,34919.02,9130.92,4257.3,1575.91,715.91,220.43
2022/5/13,70457.04,21555.77,40514.11,9048.99,4467.78,1844.12,846.19,154.59
2022/5/14,46918.3,15012.51,29878.68,7675.85,4200.21,1453.95,832.75,70.93
2022/5/15,32463.8,12246.07,26339.99,6207.67,2898.57,1500.59,720.27,77.99
2022/5/16,29807.17,10852.5,22477.67,6061.1,2768.78,1250.77,637.24,66.93
2022/5/17,23648.86,8994.45,22985.79,5505.73,2465.94,1165.47,588.51,66.77
2022/5/18,19906.75,9576.07,22261.05,5068.03,2434.79,1132.49,563.11,65.77
2022/5/19,20083.96,13070.62,23817.86,5740.89,2445.7,1056.82,582.78,46.49
2022/5/20,12422.19,16320.47,15334.99,5383.93,1374.31,846.66,406.48,77.78
2022/5/21,13835.81,10746.89,14422.09,4729.86,1255.97,753.26,375.14,59.17
2022/5/22,12498.4,29486.66,13735.3,3778.39,1388.97,772.46,436.75,131.88
2022/5/23,13725.27,40585.66,12479.41,2973.06,1221.63,719.31,397.89,256.05
2022/5/24,17700.19,39670.76,12732.85,2415.76,1260.95,776.52,400.78,228.14
2022/5/25,24021.65,64470.99,13389.99,2725.7,1388.34,813.38,439.77,318.55
2022/5/26,169914.31,895436.61,68299.64,2812.54,2515.21,2376.56,876.67,793.07
2022/5/27,374487.62,689740.38,106639.7,3234.33,5890.73,3870.8,1252.62,947.81
2022/5/28,330397.87,481133.39,84253.29,3111.18,10815.52,5582.88,2705.45,571.92
2022/5/29,268791.02,304125.06,76377.83,2917.34,9564.09,4668.04,2703.91,385
2022/5/30,213277.63,150144.88,67437.01,2510.48,8034.2,4766.56,2340.47,230.14
2022/5/31,314212,112367.25,64908.38,3458.91,10239.59,4970.19,2533.58,432.3
2022/6/1,668965.79,518843.87,148043.77,5324.44,17086.08,9320.5,5930.57,1212.57
2022/6/2,363460.99,194039.26,103362.16,17497.09,13300.95,6921.83,4990.92,1260.33
2022/6/3,330618.09,151290.46,99844.64,18255.47,13129.46,5486,4052.7,484.72
2022/6/4,310254.15,82818.88,84783.85,14219.68,13115.05,4732.13,3733.53,363.39
2022/6/5,249030.85,65213.83,80161.98,15041.99,9006.35,4163.56,3079.11,170.45
2022/6/6,224103.19,45899.4,65866.66,16153.66,9353.63,4098.57,3064.27,186.3
2022/6/7,211602.34,40191.19,56986.46,14866.31,8930.62,4041.01,2825.94,275.69
2022/6/8,125874.75,36037.25,38426.44,15270.74,7768.44,3567.75,2250.76,152.02
2022/6/9,107294.47,46298.9,43725.19,18977.73,4246.05,2834.36,1369.34,156.59
2022/6/10,132953.43,46865.94,49151.45,21619.24,4775.59,2716.4,1462.35,592.85
2022/6/11,135041,42262.63,42960.23,19485.39,4064.44,2138.04,1194.3,451.34
2022/6/12,113969.49,39496.41,38024.29,17462.87,3779.84,2056.54,1189.25,314.77
2022/6/13,94238.53,29759.75,35168.19,13056.61,3141.24,1751.91,1007.08,480.96
2022/6/14,154018.2,35255.76,41717.69,13049.71,3452.33,2267.29,1124.95,513.47
2022/6/15,174524.17,42473.89,57465.44,9219.79,4639.79,2630.15,1175.18,388.03
2022/6/16,147917.9,25267.02,39304.3,8866.38,4213.41,2057.32,990.14,453.25
2022/6/17,81036.22,17729.91,33989.09,8556.81,4085.5,1617.39,899.29,157.36
2022/6/18,50329.72,14454.87,26530.42,9138.84,2483.1,1242.03,688.74,71.39
2022/6/19,40950.5,13347.4,25702.93,9101.66,2522.39,1134.88,626.3,73.35
2022/6/20,31736.18,11527.64,16872.26,7778.87,1743.21,832.13,425.1,80.29
2022/6/21,19574.95,10467.9,15870.31,7761.9,1432.88,856.14,369.48,67.57
2022/6/22,16541.66,11080.46,17114.4,7610.49,1509.77,821.13,415.03,51.66
2022/6/23,13421.47,12134.82,10539.53,6437.82,1113.48,906.28,265.29,58.61
2022/6/24,16688.18,11273.1,11520.87,7521.2,1008.33,496.64,252.55,166.61
2022/6/25,19547.18,10974.24,10114.3,5965.66,1005.84,467.85,248.47,137.55
2022/6/26,17595.65,12772.85,9466.39,5294.19,981.57,529.71,240.01,113.55
2022/6/27,14910.58,11664.66,8840.84,4632.63,865.24,435.09,221.38,46.84
2022/6/28,13771.13,10956.63,8994.62,1850.79,1047.18,601.74,256.46,50.44
2022/6/29,26481.95,13083.52,14374.8,1582.9,1553.84,608.62,354.69,77.07
2022/6/30,102290.1,67951.96,28466.71,2376.12,2634.9,1214.92,658.9,131.1
2022/7/1,156569.88,58019.45,36223.21,3370.92,3297.01,1728.61,956.78,341.05
2022/7/2,100044.55,45563,31378.31,2705.86,3196.43,1567.49,988.18,280.42
2022/7/3,83758.09,33199.93,28083.1,2286.31,2721.08,1282.65,1027.63,170.53
2022/7/4,72168.99,20181.37,28261.14,1911.4,3260.07,1147.91,956.46,203.36
2022/7/5,64584.54,20462.45,24013.9,1927.26,3025.73,1264.06,992.84,133.18
2022/7/6,48159.82,7791.08,23971.09,1828.77,3152.71,1385.96,910.36,41.81
2022/7/7,44153.12,14115.9,19403.13,6685.05,2222.67,920.81,628.26,83.97
2022/7/8,37984.86,15109.53,19821.17,7169.65,2011.56,912.57,574.54,82.38
2022/7/9,40456.46,15589.18,19216.19,7479.9,1942.67,759.93,505.91,57.14
2022/7/10,36565.91,15629.16,17385.35,7302.73,1645.74,753.49,549.37,67.06
2022/7/11,34517.49,15048.42,15751.89,7065.59,1494.93,620,483.84,102.29
2022/7/12,38166.18,15550.63,17045.63,7284.19,1588.49,755.71,480.97,104.25
2022/7/13,55930.42,19182.76,27689.76,4513.61,1941.26,789.03,650.7,167.74
2022/7/14,97279.33,78454.52,51686.18,4004.15,3700.07,2671.87,1194.45,394.86
2022/7/15,123654.97,71386.33,52568.26,3606.23,4429.86,2971.37,1123,377.17
2022/7/16,103918.8,70483.49,42742.19,3433.4,4653.18,2651.47,1310.84,273.6
2022/7/17,98114.24,70150.02,38470.88,3057.86,4163.44,2608.02,1175.55,200.89
2022/7/18,83660.47,35898.92,37311.88,2798.44,4979.76,2773.27,1304.97,198.81
2022/7/19,89237.9,24085.32,43708.46,2877.79,4371.5,3053.7,1361.81,205.02
2022/7/20,75592.77,24319.16,39260.85,6765.16,4480.85,2789.36,1281.44,329.76
2022/7/21,73829.62,25383.02,38747.29,8328.64,4273.02,2780.91,1212.22,260.99
2022/7/22,41291.4,24355.9,31270.03,9670.42,3167.6,1936.48,810.45,114.46
2022/7/23,39173.41,19832.47,25553.55,10353.12,2620.54,1436.9,718.72,167.4
2022/7/24,37706.92,17478.56,22591.64,10995.9,2392.44,1133.42,676.27,178.82
2022/7/25,35829.87,14624.84,19024.75,12833.62,2034.53,1034.33,591.31,116.71
2022/7/26,39171.7,15245.55,18039.12,12674.76,1651.73,1041.94,437.4,128.97
2022/7/27,49677.03,16652.06,15308.9,12371.8,2098.18,1467.21,435.54,182.52
2022/7/28,178197.59,169220.15,75104.82,9680.56,7242.64,3629.49,1675.37,256.74
2022/7/29,181702.35,111241.2,72677.52,9718.93,8630.41,5098.96,2261.21,488.33
2022/7/30,161058.19,84747.06,58756.2,8651.66,9831.88,3832.99,2081.37,255.26
2022/7/31,246248.73,89471.85,59368.43,11846.4,7684.04,3703.22,2198.58,232.98
2022/8/1,280091.7,78854.45,62773.65,4762.23,12023.22,4415.21,3517.27,1032.41
2022/8/2,150289.18,53223.57,57521.78,2123.31,8808.29,3935.77,2742.82,485.32
2022/8/3,120748.47,38204.99,40398.94,5895.84,6565.48,3576.8,1891.83,260.31
2022/8/4,113576.65,29121.79,38822.9,8506.77,5029.57,3026.42,1325.45,179.91
2022/8/5,114407.31,25029.48,36492.84,10762.79,5794.84,2977.39,1574.86,185.55
2022/8/6,104253.5,19871.56,35540.3,9322.72,4507.81,2277.01,1229.09,163.74
2022/8/7,94979.54,23252.72,32978.16,10320.14,4051.35,2422.24,1178.03,101.36
2022/8/8,64960.57,19087.44,27762.59,9559.18,3078.53,2085.14,925.98,143.04
2022/8/9,65165.6,21512.58,27883.23,9860,3128.99,2171.48,922.05,195.09
2022/8/10,84743.4,25627.9,38559.23,10322.33,3041.24,2413.12,903.71,223.29
2022/8/11,74686.15,17582.53,34263.19,8849.39,2809.02,1973.25,854.6,139.52
2022/8/12,59808.61,16518.03,31439.4,10315.96,2883.38,2431.01,808.39,47.23
2022/8/13,52065.86,10949.75,29626.53,10513.69,2681.31,1949.45,669.44,123.86
2022/8/14,48425.94,10581.9,26536.9,10929.62,2128.92,1831.64,716.7,63.01
2022/8/15,47708.5,9671.11,23610.38,9904.94,2152.86,1828.38,649.74,62.36
2022/8/16,16829.32,8032.43,10894.34,4740.31,1184.42,689.45,426.8,76.19
2022/8/17,15639.8,13289.35,12279.22,4202.17,1902.6,1087.06,611.96,114.3
2022/8/18,74722.82,61699.65,66552.57,3588.18,5490.5,2587.05,1364.18,377.71
2022/8/19,110735.74,51789.29,66560.76,3265.54,8839.67,3465.42,1878.39,852.23
2022/8/20,67612.71,40637.38,51751.73,2846.22,6301.56,2605.9,1543.22,410.62
2022/8/21,68437.73,30681.11,51756.89,2337.83,6954.77,2707.57,1613.44,223.04
2022/8/22,60734.05,28585.09,39349.56,1886.39,5119.02,2570.83,1327.96,167.74
2022/8/23,43383.3,24351.58,38812.62,1498.96,5580.92,2563.43,1409.22,140.5
2022/8/24,57932.02,20481.71,41774.63,1406.59,5900.38,2633.85,1361.38,109.18
2022/8/25,39706.19,18384.42,32737.07,3669.88,4570.4,1857.95,1159.58,188.84
2022/8/26,31766.02,24740.38,28462.1,6246.78,3070.89,1512,883.32,113.82
2022/8/27,29092.52,15756.58,23797.69,5764.83,2411.66,1049.08,830.69,46.79
2022/8/28,31430.58,15823.53,22219.35,6272.13,2219.53,1102.69,703.99,61.22
2022/8/29,28535.52,12498.4,19755.36,5621.17,2177.38,1018.23,637.83,67.9
2022/8/30,29275.69,12773.15,21257.9,5711.87,2311.92,1189.1,644.63,97.21
2022/8/31,47860.23,18138.02,25279.47,5398.22,2861.64,1301.68,697.73,93.31
2022/9/1,62311.8,18990.87,27729.64,6358.83,2860.19,1254.01,880.73,110.05
2022/9/2,35732.85,15114.34,23116.21,4663.6,2264.58,999.03,596.8,60.48
2022/9/3,26387.34,12849.06,17125.21,3975.21,1935.88,774.61,432.33,75.02
2022/9/4,25211.93,8206.41,14364.21,3808.57,1589.95,677.04,387.89,67.16
2022/9/5,20435.07,6478.99,11398.05,3262.88,1162.05,531.21,334.73,82.15
2022/9/6,20585.23,7788.9,9265.13,3519.83,1088.15,584.04,346.68,66.33
2022/9/7,17014.03,7336.57,10176.78,3759.98,1081.93,620.69,287.29,53.89
2022/9/8,18583.35,29034.49,13521.06,4879.95,1242.78,615.86,362.1,57.02
2022/9/9,26492.33,28715.96,14276.31,4944.25,1406.85,725.4,330.4,45.94
2022/9/10,27626.04,27781.74,14795.26,4103.32,1378.16,743.57,406.98,145.27
2022/9/11,37845.24,28023.74,14109.73,4377.87,1237.3,721.94,373.62,131.89
2022/9/12,40475.05,20839.4,12805.97,3616.41,1266.64,695.68,377.15,85.49
2022/9/13,34434.69,22329.38,13103.98,3472.5,1427.87,627.83,350.23,52.44
2022/9/14,121284,23888.32,33654.18,3018.64,2407.8,940.37,660.82,53.36
2022/9/15,242802.43,169348.87,87007.83,2989.42,5558.8,3123.89,1742.09,240.86
2022/9/16,287300.45,117475.12,82994.01,2840.12,8640,4768.75,2417.76,628.03
2022/9/17,228703.67,95917.77,66238.81,2770.69,8673.22,3337.25,1968.3,362.57
2022/9/18,276770.47,80921.09,58802.7,2593.84,6158.9,3192.82,2034.52,209.59
2022/9/19,208062.81,45165.31,48865.49,1864.89,5352.18,3047.55,1646.24,329.12
2022/9/20,157219.11,38188.88,48365.71,2104.32,6617.85,2537.08,1809.85,461.1
2022/9/21,176253.24,34442.74,35723.88,9291.22,4693.12,2467.32,1236.87,227.75
2022/9/22,312586.35,449183.44,49679.46,15846.84,4107.65,2143.54,918.83,469.85
2022/9/23,425538.76,218159.77,45008.55,16103.92,3979.68,2727.9,943.28,405.15
2022/9/24,328310.42,135650.12,43560.9,13818.07,3307.7,2275.09,788.03,439.63
2022/9/25,322372.84,85685.02,38524.48,13265.9,3093.76,2063.96,855.87,196.16
2022/9/26,229000.79,55139.25,48201.86,13724.73,4121.74,2080.04,1008.26,173.68
2022/9/27,199443.83,42669.27,65708.08,12509.7,6250.93,3785.16,1909.71,1037.86
2022/9/28,139487.68,48755.59,68909.11,13875.78,6668.62,3738.67,2162.53,518.92
2022/9/29,143250,177344.83,98668.02,18099.21,9560.88,4175.86,3222.63,613.44
2022/9/30,298545.53,150215.93,117642,25024.23,13533.12,5899.77,3555.56,593.67
2022/10/1,473116.61,151231.12,114357.05,30072.43,12926.29,6360.12,4277.94,1301.37
2022/10/2,252419.88,87538.27,91555.62,20664.67,12240.84,5373.56,3816.11,638.96
2022/10/3,193741.97,45628.16,61513.85,20016.6,8340.96,3709.27,2955.19,733.46
2022/10/4,195150.39,34488.01,63470.4,18022.68,8085.01,3703.53,2808.54,512.26
2022/10/5,153389.83,28521.87,53460.69,12580,7393.66,3309.5,2704.96,337.81
2022/10/6,118794.18,19209.27,44132.8,10962.41,5870.43,3052.94,1910.26,235.54
2022/10/7,116525.05,10478.01,39852.97,12692.54,3947.48,2828.95,1592.75,102.75
2022/10/8,75684.15,24485.29,33971.52,11654.12,3326.58,1656.33,1105.89,89.37
2022/10/9,65745.46,12646.25,29033.87,10813.95,2596.91,1400.38,928.43,134.81
2022/10/10,78382.73,11293.36,24611.81,10230.97,2486.15,1190.29,753.18,175.33
2022/10/11,79795.89,20267.96,25906.95,8916.8,2651.84,1088.46,666.83,274.34
2022/10/12,129051.91,20727.38,32770.69,8559.06,2545.88,1246.15,706.43,264.71
2022/10/13,114964.38,41821.67,42274.55,7274.54,2919.26,1424.99,688.38,209.58
2022/10/14,91430.41,29646.79,38051.23,6421.89,3493.06,1806.24,719.48,149.6
2022/10/15,73292.34,27448.65,32908.74,6110.19,2724.37,1565.68,733,185.22
2022/10/16,51888.18,21914.3,27820.96,6071.4,2729.71,1292.78,690.44,101.59
2022/10/17,29027.52,15531.14,21501.96,5044.08,2152.27,952.22,553.39,90.57
2022/10/18,25115.15,13760.91,18861.36,5120.85,2096.25,953.91,452.75,83.36
2022/10/19,17363.01,13614.39,14411.49,5390.02,1542.28,756.04,372.59,88.44
2022/10/20,14820.93,9150.58,13305.43,5486.84,1321.61,648.64,314.27,99.94
2022/10/21,15491.94,8263.77,13268.69,5886.32,1114.47,642.86,300.84,110.87
2022/10/22,16398.54,7704.98,12014.06,4910.04,1148.9,523.22,283.26,52.06
2022/10/23,16337.69,8367.36,11494.82,4348.74,1033.91,509.54,252.03,51.69
2022/10/24,15335.09,7297.46,9813.84,3935.06,916.54,464.53,227.99,60.24
2022/10/25,19001.68,10412.48,11255.01,3239.65,1001.62,562.86,278.14,81.22
2022/10/26,30980.59,13386.09,20018.51,2455.65,1505.22,721.99,377.15,65.61
