date,China,Japan,South Korea,United States of America,Germany,France,United Kingdom,Russia,
2020/9/9,42120.68,15203.8,24155.73,17331.72,2490.55,1796.82,834.54,429.03,
2020/9/10,39805.13,113750.55,27705.24,21779.16,2426.22,1877.42,1092.09,484.59,
2020/9/11,65531.46,178702.1,31772.08,30394.96,2014.44,1927.37,1066.11,563.67,
2020/9/12,48040.14,125534.03,30966.47,22606.28,2154.4,2110.08,783.85,534.42,
2020/9/13,44958.19,93173.06,23715.85,19826.57,2059.76,1967.62,588.2,435.24,
2020/9/14,35231.13,83677.63,16721.68,15933.89,2055.29,1671.07,643.57,478.81,
2020/9/15,31157.78,72983.12,34841.56,24449.96,2535.73,2627.24,855.66,756.13,
2020/9/16,33147.95,72627.28,49514.27,43945.5,4313.67,3501.35,1061.93,806.33,
2020/9/17,29477.34,32990.72,40269.65,43500.55,3541.19,2801,1474.71,812.47,
2020/9/18,24135.45,31719.43,36023.18,41991.27,3402.81,3518.8,1782.15,834.45,
2020/9/19,24893.62,25532.99,39421.2,33897.78,3206.75,3839.22,1818.25,906.04,
2020/9/20,43511.36,21133.86,41346.41,31385.01,3258.41,4197.33,1654.35,877.79,
2020/9/21,369855.81,20405.39,30778.13,37867.23,4999.02,4920.04,2003.89,1503.68,
2020/9/22,273910.64,20853.52,24046.61,26719.34,3339.73,3440.01,1331.54,1171.41,
2020/9/23,203244.79,17699.9,22649.48,24148.76,2536.5,3128.57,1095.35,894.2,
2020/9/24,108818.67,22312,20729.14,22953.91,2279.07,2461.35,1110.22,852.43,
2020/9/25,99283.6,42589.83,24299.02,29330.49,2872.22,2285.66,1287.41,974.62,
2020/9/26,199146.44,38477.08,21956.15,22805.4,2700.42,2391.28,1124.99,913.48,
2020/9/27,732903.15,27016.87,15674.59,16989.27,1890.74,1779.57,967.52,545.71,
2020/9/28,393575.54,19938.65,14083.72,16504.52,1628.14,1415.67,751.81,767.48,
2020/9/29,218601.22,17095.7,21512.27,15786.5,1758.86,1491.16,696.72,576.16,
2020/9/30,184554.42,21514.07,29276.37,15936,1622.22,1377.48,803.66,465.95,
2020/10/1,341831.56,33893,37257.44,19942.19,1941.68,1452.28,914.57,465.48,
2020/10/2,231111.03,20892.91,34133.74,24612.88,2391.51,1808.64,1018.55,394.41,
2020/10/3,150551.83,18537.09,29126.92,17284.53,2394.31,1905.98,999,376.79,
2020/10/4,254321.18,12991.82,21299.4,13755.04,1966.99,1728.8,737.57,473.25,
2020/10/5,291605.97,10924.84,18018.6,12075.87,1679.3,1500.68,622.87,360.39,
2020/10/6,186527.26,9296.41,14424.72,11890.86,1518.37,1808.33,654.51,284.32,
2020/10/7,167948.19,6953.96,12035.96,10980.37,1299.73,1398.17,514.31,241.46,
2020/10/8,95821.56,6385.76,12720.96,12179.46,1137.85,1382.35,519.33,242.03,
2020/10/9,114472.35,8701.89,17104.76,18066.97,1500.89,1626.95,562.15,303.78,
2020/10/10,93635.08,7460.59,13924.6,13300.55,1380.43,1445.81,488.21,397.72,
2020/10/11,85026.94,6523,12107.78,11020.81,1197.08,1353.47,445.34,284.98,
2020/10/12,70231.09,5905.25,11301.24,8649.88,1421.98,1102.16,420.72,234.94,
2020/10/13,68211.36,5579.85,9896.58,8011.2,983.68,869.57,369.25,203.04,
2020/10/14,67880.72,6075.05,11601.85,8715.64,920.92,891.9,280.8,257.83,
2020/10/15,73555.15,6459.59,13910.84,11054.83,1042.7,1013.81,379.86,292.82,
2020/10/16,86158.37,20556.44,20821.68,20013.83,1681.7,1674.98,553.45,407.24,
2020/10/17,63089.37,18213.55,20126.48,13773.27,1936.17,1628.53,592.08,382.92,
2020/10/18,58937.99,14224.59,17820.61,13523.54,1694.68,1719.61,494.06,377.68,
2020/10/19,90815.99,11903.17,15508.12,12410.78,1464.6,1383.85,513.8,455.34,
2020/10/20,74174.29,10778.97,15438.6,11054.39,1357.63,1369.9,647.68,853.11,
2020/10/21,67986.65,12223.34,15157.76,11448.21,1360.72,1109.91,586.67,420.77,
2020/10/22,49869.02,15592.15,12541.51,14695.18,1259.43,1057.57,520.81,438.7,
2020/10/23,80602.74,42348.43,11686.28,18408.03,1562.61,1415.86,613.57,658.15,
2020/10/24,65179.31,45276.4,11642.85,14083,1642.79,1786.17,752.76,429.8,
2020/10/25,58429.4,41309.13,9239.44,13314.59,1949.96,1498.26,717.26,289.38,
2020/10/26,47460.13,26083.69,8193.6,13894.22,1315.16,985.2,657.04,250.93,
2020/10/27,47794.72,22225.87,7508.98,11874.11,1237.11,867.58,611.39,196.87,
2020/10/28,39884.99,27001.83,16120.53,11373.25,1080.25,1030.47,637.82,191.99,
2020/10/29,36827.95,43151.63,35929.13,18720.13,2773.34,1909.59,1122.7,461.65,
2020/10/30,49959.33,82347.26,68782.43,48035.15,4332.42,4157.66,2201.96,677.4,
2020/10/31,43184.93,100746.31,107249.99,31778.06,4470.91,4242.62,1991.38,823.89,
2020/11/1,40362.61,104339.45,123269.93,30215,5361.51,4615.36,1637.45,837.34,
2020/11/2,30267.53,69499.31,94735.28,31793.44,5765.07,4460.45,1843.57,1374.3,
2020/11/3,33229.55,78408.73,74950.36,28941.06,5229.59,4144.61,1554.16,1133.29,
2020/11/4,27838.37,47889.48,65478.89,30013.24,5924.45,4515.82,1697.44,1080.3,
2020/11/5,28737.85,40440.83,60932.64,30484.12,4273.53,4463.12,1929.07,1075.85,
2020/11/6,46306.84,41823.92,70574.91,40646.82,4975.54,5016.5,1902.57,1093.24,
2020/11/7,51029.46,40634.5,64344.31,28695.77,3883.08,4383.01,1692.07,904.44,
2020/11/8,45759.49,34322.14,51875.09,20717.63,2809.77,3128.04,1658,707.82,
2020/11/9,38306.96,29081.83,49304.62,17359.48,1761.2,2456.76,969.3,880.92,
2020/11/10,30400.84,35340.35,55025.73,16376.65,1592.1,2130.8,921.16,782.88,
2020/11/11,45125.44,35348.31,59822.88,18073.23,1716.98,2257.74,738.1,541.63,
2020/11/12,35444.9,27584.1,50019.09,17165.95,1675.19,1848.28,639.27,557.75,
2020/11/13,46998.27,27251.08,59329.08,24354.59,1980.51,1647.29,890.17,659.89,
2020/11/14,46971.35,24563.2,56621.19,19622.78,2079.87,1527.25,732.91,569.34,
2020/11/15,62534.24,22261.81,50763.4,18244.21,1933.07,1688.88,729.88,492.02,
2020/11/16,94079.73,17911.53,44851.35,14675.16,1724.19,1185.84,629.57,896.64,
2020/11/17,76009.33,16759.58,37037.19,17213.23,2239.82,1286.74,713.01,715.02,
2020/11/18,64334.37,15993.53,34719.79,19844.37,2104.72,1324.46,764.83,594,
2020/11/19,148272.74,13826.84,29377.09,21441.45,2164.95,1440.78,1107.46,640.59,
2020/11/20,781519.62,15986,34980.34,26561.51,2392.35,1862.3,1113.02,1301.1,
2020/11/21,561733.07,12092.45,32253.04,19445.71,2375.23,1918.2,1216.77,798.69,
2020/11/22,336832.63,10346.69,29849.67,15894.43,2028.44,1613.53,900.92,1715.99,
2020/11/23,195320.94,8481.15,24125.17,13533.1,1885.27,1349.69,775.52,863.93,
2020/11/24,134799.9,6799.44,22174.55,14129.75,1958.32,1300.29,670.11,629.15,
2020/11/25,102422.71,7090.76,23367.99,16517.35,2133.16,1897.51,1230.89,672.76,
2020/11/26,71402.58,9017.44,26632.08,28159.2,2633.5,2412.04,2000.98,1137.06,
2020/11/27,67788.6,12852.08,26339.16,25271.94,3657.02,2303.55,1517.92,1577.42,
2020/11/28,50223.04,12625.65,26805.66,19578.39,3065.01,1722.64,1093.46,858.78,
2020/11/29,51811.76,10398.46,21719.72,15712.41,2368.26,1738,803.89,673.24,
2020/11/30,58456.28,14646.76,33223.89,13865.64,2207.65,1559.9,1131.61,767.49,
2020/12/1,59866.75,20392.37,32064.61,14196.34,2063.54,1593.68,1011.88,796.83,
2020/12/2,69078.6,13226.12,23272.81,11043.49,1677.34,1311.51,791.14,496.26,
2020/12/3,75985.5,12389.27,22576.93,13492.32,1751.98,1361.95,659.64,343.28,
2020/12/4,116280.04,16268.7,23093.05,18119.57,2212.16,1463.87,932.43,333.53,
2020/12/5,79485.61,17258.45,21515.91,13705.61,2276.22,1689.65,755.2,319.16,
2020/12/6,70060.36,14366.41,20798.36,12548.01,2495.18,1720.65,625.22,267.07,
2020/12/7,42867.52,10963.3,28053.12,17124.81,2719.44,2552.03,732.96,278.64,
2020/12/8,41014.11,10650.13,21696.6,13703.39,3053.9,2471.07,652.76,328.23,
2020/12/9,41909.76,31443.87,21435.84,12956.92,2779.37,2204.57,548.64,437.86,
2020/12/10,43884.32,140944.25,22521.72,12867.3,2117.98,1755.66,523.1,1015.98,
2020/12/11,81938.93,192594.21,20786.49,13421.26,1988.47,1700.83,690.41,674.71,
2020/12/12,61321.65,132261.32,22565.87,11564.64,1986.02,1766.29,1392.02,515.58,
2020/12/13,58472.5,87819.48,21593.65,13776.22,1784.21,1590.58,821.74,522.83,
2020/12/14,44998.29,74579.54,20384.34,14090.82,1903.72,1916.31,776.62,699.64,
2020/12/15,44729.44,61929.4,20697.13,12207.92,1508.9,1607.85,656.54,631.84,
2020/12/16,41877.76,46894.49,34480.05,11330.96,1531.44,1301.69,563.09,556.07,
2020/12/17,36268.98,36681.06,66518.19,24820.41,2060.26,2032.09,749.52,675.39,
2020/12/18,55529.31,32861.52,119598.47,64848.67,5734.5,5762.74,1877.79,1119.94,
2020/12/19,44802.89,30565.29,87777.15,49542.39,5344.28,6201.07,1757.55,1032.25,
2020/12/20,35417.86,24164.45,67842.79,39607.11,4869.4,5516.92,1575.29,808.51,
2020/12/21,25870.93,23342.54,66322.82,37579.71,6684.03,5032.54,1641.71,876.05,
2020/12/22,24223.73,24438.5,69455.08,33317.95,5559.24,4940.91,1689.23,851.99,
2020/12/23,20970.73,23353.26,49735.34,38724.47,5439.71,5530.35,2027.2,918.24,
2020/12/24,52885.05,31339.54,48939.25,47105.65,4355.05,3694.82,1660.17,1073.27,
2020/12/25,431850.21,34424.49,51466.38,40817.66,4014.17,3806.51,1447.63,1049.16,
2020/12/26,303369.92,21373.46,34736.79,28968.88,3014.05,2897.21,1295.9,930.02,
2020/12/27,221828.47,13900.38,32855.44,26627.63,2502.24,2799.47,1139.51,819.26,
2020/12/28,241430.81,14046.92,30013.9,23817.45,2396.36,2447.19,1103.48,801.18,
2020/12/29,150086.52,11081.69,27514.79,23855.89,2810.52,2456.52,1002.13,717.02,
2020/12/30,143211.66,14547.92,27010.42,24181.09,2893.51,2341.62,1285.09,1141.5,
2020/12/31,109308.52,25632.15,40901.55,35243.92,2899.23,2494.37,993.09,1466.32,
2021/1/1,115068.64,41874.15,63731.86,43984.67,3169.83,3167,1286.49,1071.33,
2021/1/2,89428.17,20716.81,40754.63,28798.43,2948.6,2615.52,1100.34,755.66,
2021/1/3,73355.23,16081.08,32889.33,27154.94,2359.19,2187.84,926.98,636.76,
2021/1/4,58792.18,14307.43,27098.46,21578.3,1872.4,2577.13,636.23,514.25,
2021/1/5,61082.89,10682.46,28330.17,20330.32,2093.87,2202.66,710.24,448.19,
2021/1/6,56479.49,8545.94,20276.48,17885.95,1858.66,1751.41,829.5,324.9,
2021/1/7,61733.83,10031.06,20358.31,20929.97,1465.92,1847.1,623.49,272.71,
2021/1/8,78895.45,24648.07,31048.46,28624.36,2242.32,2094.98,790.65,250.51,
2021/1/9,80653,23633.45,27873.89,21547.98,1894.04,1798.99,775.38,212.78,
2021/1/10,59344.28,20341.59,24325.95,17624.16,1922.73,2016.61,1092.29,227.29,
2021/1/11,45638.03,20570.48,25129.84,15334.4,1795.99,1539.22,621.72,644.16,
2021/1/12,52835,17916.43,23438.29,14225.07,1487.83,1355.67,504.92,395.31,
2021/1/13,45443.26,14433.64,21360.31,14985,1464.81,1479.07,468.49,307.22,
2021/1/14,42902.5,15123.28,20182.56,17058.32,1571.9,1491.29,571.42,306.82,
2021/1/15,70324.72,15968.03,20082.84,19429.03,2361.95,1724.63,724.59,291.57,
2021/1/16,66111.01,14274.62,18254.58,16938.11,1576.41,2032.05,694.82,335.76,
2021/1/17,44868.73,10087.87,14724.95,13861.8,1139.89,1752.63,620.03,350.98,
2021/1/18,56695.81,8586.77,11998.68,13750.89,1086.76,1020.74,437.79,292.3,
2021/1/19,50269.76,10029.96,10561.56,10523.69,969.71,1012.53,425.01,238.22,
2021/1/20,33836.4,31550.51,14819.89,11246.66,879.57,846.1,431.38,249.24,
2021/1/21,47801.92,136068.36,25742.77,24306.31,3176.61,2579.56,1064.7,375.34,
2021/1/22,52143.1,265806.44,43457.12,74628.49,5025.02,5453.73,2676.32,795.36,
2021/1/23,81670.15,211523.57,44884.05,56434,6703.69,5096.77,2505.58,828.49,
2021/1/24,39708.4,168799.78,45032.17,50562.86,4993.26,4399.35,2179.51,937.62,
2021/1/25,36702.85,161377.77,43326.89,54665.24,7426.04,5102.85,2632.9,1332.9,
2021/1/26,25900.24,150223.88,44624.84,54925.73,6320.98,5199.16,2698.3,1252.67,
2021/1/27,25811.41,126903.79,40179.29,52888.87,7991.94,5613.16,3222.44,1555.91,
2021/1/28,26720.58,115193.49,35094.7,48651.97,7247.51,5343.13,3252.57,1329.33,
2021/1/29,57235.73,121152.49,31687.35,55496.42,7681.11,5382.76,3634.7,1082.74,
2021/1/30,48599.1,105704.82,26744.85,46584.85,5498.13,5307.01,2836.88,970.81,
2021/1/31,44770.86,126899.13,34462.71,42192.37,3981.44,4161.82,2081.76,643.59,
2021/2/1,34959.72,169207.3,36853.38,38460.88,3906.09,4605.26,1663.27,605.49,
2021/2/2,32332.53,103089.46,27421.57,32654.64,5240.67,4729.76,1595.53,598.97,
2021/2/3,30334.74,82554.36,21540.53,32227.99,4002.63,4172.67,1587.95,585.45,
2021/2/4,186468.67,79002.37,23732.31,32923.88,3369.48,3742.29,1356.75,510.54,
2021/2/5,905832.17,102536.74,30582.79,40131.45,3231.09,4972.91,2531.58,705.11,
2021/2/6,655777.14,60628.01,29482.42,37269.41,3283.65,5120.19,2005.07,575.09,
2021/2/7,445358.06,55956.97,25884.2,33617.33,2431.48,4246.63,1393.69,552.12,
2021/2/8,403016.84,43877.99,21997.92,28115.97,2439.14,3897.75,1146.27,519.31,
2021/2/9,491436.54,35275.99,23335.59,25731.6,2066.99,3468.32,1046.56,495.68,
2021/2/10,417139.16,51855.1,30750.36,26719.95,2451.93,3242.33,983.66,528.15,
2021/2/11,287171.07,56984.34,41714.38,33988.08,2790.65,3418.16,2589.04,558.76,
2021/2/12,646534.96,58875.52,44088.83,37406.63,3286.86,3499.13,2679.57,722.52,
2021/2/13,337928.26,70661.7,68494.33,32091.77,3088.14,3786.29,1651.07,716.59,
2021/2/14,253686.85,55384.33,66511.02,30078.3,2834.55,3590.8,1260.01,734.24,
2021/2/15,281955.78,51607.61,64471.87,27983.85,2995.29,3018.18,1127.92,690.4,
2021/2/16,232910.98,52604.92,52881.16,28580.08,2711.86,3062.65,1214.36,570.18,
2021/2/17,215045.13,70428.98,47437.49,28077.8,2437.74,3342.13,1132.05,555.85,
2021/2/18,175799.95,76610.47,44139.5,34403.15,2542.94,3205.52,1472.25,557.95,
2021/2/19,153574,71795.8,40109.35,43784.2,3393.42,3826.75,1848.21,587.32,
2021/2/20,111651.69,67590.51,38150.37,44637.27,3893.17,4095.08,1784.35,825.29,
2021/2/21,152008.3,57823.34,29148.4,35691.83,3035.18,4396.73,1397.44,652.09,
2021/2/22,113419.55,67307.37,26410.25,25947.23,2404.29,3286.86,1004.02,584,
2021/2/23,113260.11,50652.74,24964.36,23876.87,2685.5,3438.49,981.09,590.15,
2021/2/24,140151.3,36199.51,22283.68,24458.23,2752.37,3618.12,946.53,639.57,
2021/2/25,95381.67,29189.01,27543.82,23505.78,2703.63,3491.59,1143.12,539.23,
2021/2/26,103630.97,32320.02,19619.86,23112.92,2925.05,2629.83,1435.92,471.62,
2021/2/27,81734.44,22894.97,18524.8,21553.19,2807.47,2201.34,977.71,473.22,
2021/2/28,54907.05,21821.51,25224.27,18286.84,2319.17,2029.71,909.51,442.49,
2021/3/1,67833.43,23984.69,30590.09,18166.31,2114.99,1761.57,842.49,350.07,
2021/3/2,52086.82,18584.54,20016.45,17224.89,2160.24,1866.87,793.38,341.16,
2021/3/3,45217.37,12489.27,17970.58,22863.13,2298.01,2050.92,764.32,364,
2021/3/4,46966.62,11542.38,24252.41,19003.17,2511.47,2505.52,868.14,473.28,
2021/3/5,35736.47,15097.21,59910.41,112682.04,11932.36,8415.41,4973.14,2060.93,
2021/3/6,50277.21,17563.45,54867.49,73017.43,6912.89,8072.76,3250.26,1653.27,
2021/3/7,44528.49,14504.21,37169.67,60493.46,4845.46,6295.77,2335.59,1083.26,
2021/3/8,37257.55,13353.3,29734.49,63126.94,6709.54,7315.78,3576.39,1589.55,
2021/3/9,33580.48,13635.56,29135.46,50185.51,4598.3,6828.71,1727.23,1260.16,
2021/3/10,36790.96,175467.84,51422.7,83493.47,10622.55,6811.14,4205.49,3125.13,
2021/3/11,39590.11,278171.71,47136.8,91398.61,8979.7,7103.04,5028.05,3821.73,
2021/3/12,58021.79,245815.06,56505.22,102144.73,10445.43,7787.76,4816.77,3613.55,
2021/3/13,43345.36,195409.08,54230.04,108466.38,10826.02,8121.93,4659.15,4012.35,
2021/3/14,35912.12,180289.13,47453.81,120626.69,10173.55,9331.32,4626.3,3255.63,
2021/3/15,28693.75,146930.9,31717.62,97309.93,7444.32,6626.7,4103.37,3265.81,
2021/3/16,27921.25,90759.5,24062.43,119324.88,7249.1,6653.17,3740.26,2800.53,
2021/3/17,23767.36,74476.8,24093.61,148431.62,7163.18,6284.56,3797.29,2824.84,
2021/3/18,27700.02,66476.31,20990.92,109372.55,7632.59,5190.23,3944.47,2737,
2021/3/19,41604.5,89616.6,23735.1,113308.04,7393.49,5794.09,4134.79,3003.38,
2021/3/20,63746.79,98246.84,28850.77,89848.58,6874.95,5307.47,3202.6,2087.21,
2021/3/21,34080.95,86915.95,24883.85,80922.72,4940.57,4944.75,2630.41,1508.41,
2021/3/22,29493.61,72693.34,22016.24,65164.36,3829.1,3829.37,2395.55,1246.57,
2021/3/23,28993.34,62316.57,21262.22,56953.14,3962.62,4095.55,1950.35,1158.78,
2021/3/24,28137.63,55691.84,24972.4,56486.61,3520.53,3879.61,1693.69,1237.7,
2021/3/25,71278.66,73934.95,26006.35,54778.22,3545.34,4240.96,1817.69,1372.52,
2021/3/26,252207.88,65350.89,23391.87,57294.46,3602.42,4176.18,2016.37,1407.03,
2021/3/27,159464.53,49958.1,22427,45594.44,3211.01,3553.17,1722.22,1259.73,
2021/3/28,125090.31,36628.58,19581.81,41538.04,2722.78,3246.83,1498.82,932.47,
2021/3/29,180713.2,30290.56,17479.18,35917.63,2222.94,2799.89,1202.73,916.55,
2021/3/30,120019.19,24627.72,13744.4,30935.18,2757.57,2548.21,1395.26,918.37,
2021/3/31,81884.18,31896.21,18048.11,31907.51,2792.88,2764.62,1350.98,704.04,
2021/4/1,82756.14,39871.54,22958.12,35858.5,4470.7,3364.17,1667.33,683.42,
2021/4/2,220795.84,23442.16,21470.15,43221.41,4011.02,3791.44,1531.93,684.31,
2021/4/3,150111.65,15674.3,20395.57,38010.55,3257.34,3519.16,1213.58,696.24,
2021/4/4,121221.36,13142.34,19188.38,32029.4,3190.85,3375.78,1194.8,623.89,
2021/4/5,78472.89,10512.61,14549.14,26464.35,2669.25,2604.76,1581.15,571.81,
2021/4/6,68485.38,8434.58,11786.31,22415.3,2344.37,2417.93,2425.88,625.41,
2021/4/7,70727.78,9295.63,11759.73,25472.23,2095.83,2461.54,1306.48,551.49,
2021/4/8,51631.99,10407.86,14162.2,29383.09,2100.7,2550.62,1176.19,587.22,
2021/4/9,50224.01,16140.1,19857.66,38654.33,2323.28,2496.19,1999.66,709.13,
2021/4/10,41762.64,15614.76,19783.71,33104.69,3322.67,2809.14,2181.62,867.54,
2021/4/11,33583.99,15458.24,16534.87,34039.46,2547.78,2374.27,1242.77,827.76,
2021/4/12,26870.63,12775.28,14056.17,32341.96,2599.44,2294.43,1019.77,721.54,
2021/4/13,25489.87,11249.45,14954,29956.14,2981.66,2653.49,1077.16,719.39,
2021/4/14,27384.47,19679.04,14335.42,28946.83,3151.97,3021.75,1223.66,891.81,
2021/4/15,38504.21,57590.33,13476.44,29716.41,2700.84,2527.73,1465.77,795.68,
2021/4/16,90155.43,71696.48,21015.79,23920.66,2292.05,2045.44,1386.74,819.37,
2021/4/17,69291.77,63189.2,23985.72,20567.94,2015.2,1729.41,879.29,652.09,
2021/4/18,43992.48,45167.01,18229.94,17770.37,1960.91,1471.28,751.94,597.38,
2021/4/19,47005.27,57000.99,14024.16,14889.37,1466.31,1076.68,948.08,438.76,
2021/4/20,35652.58,47851.38,15000.93,15036.94,1406.74,1054.8,751.17,519.7,
2021/4/21,30216.78,32034.49,20358.33,15041.99,1290.71,849.46,605.82,549.09,
2021/4/22,27234.28,27455.53,21370.05,18179.56,2237.62,1429.01,1099.36,662.99,
2021/4/23,29277.74,50537.18,42856.42,78589.63,6101.97,5645.07,3380.46,2341.86,
2021/4/24,30260.24,47563.96,44128.08,52399.67,8708.16,4722.83,2922.15,1921.76,
2021/4/25,33766.5,34640.98,42348.9,51268.15,7332.76,5887.85,3323.55,2306.41,
2021/4/26,20807.93,26029.75,39568.51,56262.32,8663.87,5839.6,4180.49,2562.24,
2021/4/27,18516.9,22300.31,40208.33,51841.95,7684.96,5506.5,4199.21,2630.93,
2021/4/28,24412.56,27112.36,34734.84,52884.88,9710.02,5668.14,3643.98,2806.76,
2021/4/29,62765.14,25898,26506.68,44093.44,12072.71,5159.6,3378.23,2732.71,
2021/4/30,468084.19,33997.45,47105.86,67960.83,11500.16,6485.39,4488.48,2265.34,
2021/5/1,301023.38,42404.13,54976.4,54857.04,10406.67,6007.17,3375.09,1957.42,
2021/5/2,177443.87,18911.13,38836.78,46289.39,6299.26,4798.31,2654.77,1467.13,
2021/5/3,156144.74,15621.37,30979.67,40902.14,5811.74,4097.08,2472.8,1462.52,
2021/5/4,135003.71,12639.21,29663.9,39556.25,5556.37,3895.2,2095.98,1308.03,
2021/5/5,102360.97,18977.92,28089.68,42906.17,5991.3,4469.15,2010.63,1393.17,
2021/5/6,72283.54,14303.69,18836.22,35519.2,3889.11,3863.28,1721.06,1316.85,
2021/5/7,79899.91,14684.13,18355.44,34545.01,3529.48,3761.68,1678.35,1076.76,
2021/5/8,59990.54,13298.33,20566.75,27389.59,3939.97,3240,1406.7,942.85,
2021/5/9,54429.35,10793.7,18524.37,22603.65,2637.32,2825.21,1178.87,740.21,
2021/5/10,53578.22,8416.22,18119.29,20141.99,2588.27,2402.61,1103.07,742.84,
2021/5/11,47102.15,6742.62,16205.89,18816.15,2235,2145.31,939.32,790.6,
2021/5/12,53586.85,7677.53,16476.09,21744.25,2079.39,2000.92,696.94,737.19,
2021/5/13,72256.64,9255.14,19301.35,24289.56,2486.31,2616.39,963.56,942.79,
2021/5/14,113824.97,23045.8,23238.52,34441.31,2995.35,3250.46,1084.93,920.37,
2021/5/15,88177.29,27987.72,24165.83,29639.46,2612.2,2662.55,1357.71,822.07,
2021/5/16,59277.43,24118.03,21035.94,27028.89,2357.97,2718.13,1151.23,719.03,
2021/5/17,42939.18,17203.71,18469.99,22316.61,1958.08,2125.87,980.55,761.01,
2021/5/18,36826.6,13573.32,19439.53,20774.4,2003.17,2158.51,985.15,602.48,
2021/5/19,39635.35,14638.13,18150.47,20371.74,1936.02,2037.73,696.96,573.16,
2021/5/20,25138.13,10608.22,13474.4,19746.89,1796.66,1688.6,995.92,652.24,
2021/5/21,32345.22,12104.45,14129.44,36396.24,2415.99,2199.83,1058.52,1511.02,
2021/5/22,29401.83,12815.55,14844.43,33780.32,3218.06,2196.52,973.8,1034.15,
2021/5/23,27023.51,11570.74,13725.63,27977.09,2456.45,2267.51,915.13,866.1,
2021/5/24,17426.47,10506.02,11907.37,26031.89,3200.64,2653.43,787.66,841.85,
2021/5/25,19730.58,13924.03,11588.21,28527.1,2850.85,2403.85,826.45,1096.46,
2021/5/26,24312.11,44168.68,28140.46,29588.3,3263.28,3386.29,1055.66,1165.32,
2021/5/27,22966.33,143144.36,41902,55125.93,8680.06,5192.33,3444.02,2224.81,
2021/5/28,44687.56,264235.73,110880.69,194917.35,18555.6,11490.04,8428.43,3175.11,
2021/5/29,46116.73,156306.02,87193.32,121273.67,13613.99,8459.51,7553.15,3158.5,
2021/5/30,31859.89,130709.55,75859,103574.98,13562.2,7720.21,5767.44,3537.27,
2021/5/31,30661.08,159545.56,95255.31,106983.62,13999.52,7890.2,6673.5,3754.41,
2021/6/1,32971.26,222593.08,113509.64,99320.26,13342.02,8860.01,6437.3,4055.82,
2021/6/2,27739.38,80802.96,63890.88,94416.8,15378.66,9084.3,7618.01,3902.09,
2021/6/3,23838.81,85049.85,67046.05,101887.2,11499.9,7664.64,6730.79,3572.02,
2021/6/4,39967.99,81732.81,61235.87,109040.67,14634.44,10201.15,7897.2,4170.6,
2021/6/5,28996.61,87528.69,57567.48,95352.16,14816.06,9382.98,6664.68,3698.06,
2021/6/6,26583.11,73620.99,51889.81,85503.42,11317.81,8531.15,5260.82,3751.7,
2021/6/7,23333.82,47303.56,29738.71,41516.26,8066.93,5370.78,3296.62,2522.19,
2021/6/8,18812.86,47823.77,28227.19,42578.26,4868.24,4173.23,2422.03,1892.98,
2021/6/9,27165.63,53041.04,29767.71,44927.01,5229.75,4640.37,2271.22,1765.6,
2021/6/10,99766.84,51241.78,36836.59,46986.07,5071.64,3922.36,2515.92,2523.11,
2021/6/11,71786.18,65911.85,42957.69,70811.99,8461.38,6382.42,3337.06,3182.5,
2021/6/12,63283.75,42877.13,39865.45,54513.48,6619.1,5011.56,3344.31,2831.01,
2021/6/13,59183.1,24613.79,31243.88,46878.02,5052.2,3887.45,2501.33,2020.7,
2021/6/14,107113.04,23241.89,25434.34,42805.9,5357.04,3524.04,2750.01,2389.42,
2021/6/15,66756.99,18599.38,24217.16,40704.16,5182.54,3061.48,2525.38,2430.81,
2021/6/16,71401.92,16532.67,17002.33,40467.19,4145.93,3107.33,1944.46,2175.6,
2021/6/17,45328.54,13880.34,14306.75,32735.19,3283.78,2159.42,1744.54,1473.11,
2021/6/18,61361.58,13438.04,16292.39,37919.22,2871.05,1789.5,1807.8,1260.73,
2021/6/19,59612.75,12720.4,13967.12,31648.74,2728,1757.6,1477.49,1270.14,
2021/6/20,41926.71,11682.54,13480.16,28293.65,2426.19,1540.55,1209.99,1329.83,
2021/6/21,34400.36,10431.88,9560.95,24069.87,2124.78,1226.1,1070.04,1315.42,
2021/6/22,37097.45,9366.13,10538.29,24099.47,2375.06,1032.67,1020.1,1176.55,
2021/6/23,40820.76,9202.25,10485.1,27949.14,2327.72,1293.27,1158.23,1770.32,
2021/6/24,41137.24,11394.28,11710.2,33272.12,2584.93,1891.53,1548.96,1824.89,
2021/6/25,32235.27,21105.79,15668.24,43876.9,2726.87,2454.41,2866.15,1951.42,
2021/6/26,46482.85,18239.88,16094.47,35041.21,2913.33,1993.2,2226.64,1380.18,
2021/6/27,30484.31,15531.5,14021.44,28656.24,2344.73,1934.43,1768.76,1030.66,
2021/6/28,31458.66,11808.87,10602.32,27009.78,2398.91,1649.86,1533.9,1027.34,
2021/6/29,24405.4,9419.18,9923.68,25092.89,2520.72,1516.79,1317.16,909.03,
2021/6/30,26920.44,13771.88,15586.58,24795.63,2376.48,1908.86,1247.34,978.79,
2021/7/1,27536.1,20955.67,18012.02,25888.69,2674.93,2113.03,1402.67,1091.48,
2021/7/2,57993.23,14652.55,14345.31,29529.32,2618.28,2088.59,1431.01,895.92,
2021/7/3,46244.55,14115.89,17202.31,29976.21,2626.67,2119.47,1380.66,1085.54,
