date,China,Japan,South Korea,United States of America,Germany,France,United Kingdom,Russia,
2019/1/25,750070.02,70444.83,34723.04,84188.84,7391.87,6177.98,4978.26,1463.74,
2019/1/26,1012288.64,70681.21,36848.45,77469.65,7531.49,7265.45,5488.33,1354.31,
2019/1/27,528628.84,62111.22,29243.91,37242.65,2821.86,4910,2351.14,588.43,
2019/1/28,246358.95,58667.25,28441.37,34101.73,2608.15,4369.45,2346.51,633.79,
2019/1/29,264838.49,53741.15,40125.4,26059.09,2756.36,3659.15,2044.87,633.62,
2019/1/30,176578.33,40639.7,38773.87,27283.9,3153.27,4286.37,2330.32,610.88,
2019/1/31,208222.33,53109.61,106168.58,26747.73,2801.83,4604.22,2132.28,594.42,
2019/2/1,346367.34,117172.63,173967.12,35863.11,3227.63,5766.02,1830.71,956.2,
2019/2/2,383209.61,84717.44,173566.7,37548.28,3201.45,5758.89,1756.3,902.91,
2019/2/3,764506.52,65167.9,159380.87,31402.92,2569.43,4820.39,1412.24,747.54,
2019/2/4,2415209.53,56030.53,179687.92,29113.75,2605.32,4935.38,1307.9,943.11,
2019/2/5,1365049.84,60342.88,105531.75,26954.41,2167.18,4906.08,1250.92,491.06,
2019/2/6,840210.43,59102.81,128182.9,21579.14,1576.47,3366.09,918.96,487.25,
2019/2/7,733369.37,52825.11,97693.92,18495.07,1127.62,3004.71,1093.75,354.5,
2019/2/8,288690.12,39513.59,121165.91,21283.13,687.79,3053.21,1035.95,409.2,
2019/2/9,550851.26,37025.48,78240.93,16684.81,764.8,2504.27,858.48,204.94,
2019/2/10,513260.42,27540.38,63036.5,12779.43,506.61,2464.14,832.41,119.56,
2019/2/11,426367.23,21680.61,39979.7,10804.26,477.6,2189.5,683.4,134.31,
2019/2/12,281846.06,19253.68,35613.03,9094.25,463.95,1868.84,639.39,139.73,
2019/2/13,206633.6,28142.66,29568.21,17491.02,713.88,1557.45,727.99,218.2,
2019/2/14,166113.72,49579.24,30309,15674.19,766.87,1861.59,896.91,259.02,
2019/2/15,107303.2,83583.27,33489.97,19926.52,690.45,1514.06,719,273.76,
2019/2/16,62492.82,74600.4,37088.48,17623.61,805.61,1501.03,627.13,301.12,
2019/2/17,54840.92,50289.92,29909.85,13914.04,586.21,1451.42,553.61,272.84,
2019/2/18,51402.57,35766.42,39717.86,10999.23,486.92,1118.42,602.13,207.03,
2019/2/19,196023.42,38550.33,49724.26,10138.04,870.46,1137.28,582.99,200.98,
2019/2/20,147215.42,33257.78,43752.57,12572.77,661.61,1161.45,592.78,153.85,
2019/2/21,113617.38,31377.28,41369.39,11797.84,774.46,1081.58,550.74,150.05,
2019/2/22,133386.03,15744.2,46590.62,13071.56,802.25,938.47,708.76,166.59,
2019/2/23,70124.61,30279.03,43829.07,13787.8,653.23,1033.55,663.52,162.88,
2019/2/24,58631.31,25183.73,46000.6,10999.65,802.99,1092.33,573.95,170.1,
2019/2/25,48158.74,19642.01,36068.15,8837.6,582.02,1032.41,1025.77,211.74,
2019/2/26,58051.31,29233.92,25802.52,9480.11,483.13,1086.81,946.32,217.15,
2019/2/27,55608.1,51833.54,77410.23,8420.78,397.75,1176.08,791.2,219.48,
2019/2/28,72914.32,138495.04,110133.39,10105.06,609.75,1394.86,973.41,268.84,
2019/3/1,234249.41,478235.13,183444.53,12272.67,698.93,1730.15,637.06,261.81,
2019/3/2,243965.53,210501.48,139051.92,9464.07,789.86,1383.17,527.82,192.98,
2019/3/3,147506.82,146267.31,141713.64,7820.08,608.88,1007.84,413.67,180.74,
2019/3/4,131916.22,118710.9,108484.43,6667.05,433.97,1108.06,302.81,153.17,
2019/3/5,94901.85,65417.6,59636.9,22274.56,2025.18,4268.51,1179.85,621.54,
2019/3/6,70649.62,52492.51,48987.35,59979.13,2765.28,6263.96,2853.11,779.11,
2019/3/7,88889.17,49133.36,55963.92,64209.75,4732.37,6925.16,3277.88,1101.57,
2019/3/8,75971.51,51435.45,64122.04,71051.11,5071,6886.33,3138.98,1108.7,
2019/3/9,90309.65,58385.73,64907.97,67921.19,6176.52,7579.26,3748.68,1263.65,
2019/3/10,71876.33,45283.11,68972.82,62043.7,5466.56,7723.76,3290.32,1299.69,
2019/3/11,64890.15,42152.75,52351.99,48324.51,4158.78,5993.83,3218.36,1134.95,
2019/3/12,62202.7,39739.6,49576.21,31216.12,2545.43,4258.96,2073.09,955.97,
2019/3/13,53846.71,38249.36,46171.07,41236.4,2495.25,4643.73,2097.24,755.24,
2019/3/14,281546.94,41518.89,55069.81,37023.84,2547.63,4884.06,1903.24,778.3,
2019/3/15,732439.73,56228.2,55917.1,41853.11,2956.98,4911.67,1993.52,819.85,
2019/3/16,674398.5,47091.78,36566.4,33102.22,2511.45,4070,1651.21,645.88,
2019/3/17,430892.45,32614.94,34616.19,28494.88,1857.81,3815.12,1259.12,512.22,
2019/3/18,332526.33,23790.06,30164,23360.22,1645.92,2589.35,1021.57,449.46,
2019/3/19,271378.12,19626.02,28410.27,21264.14,1707.07,1989.99,966.13,466.22,
2019/3/20,197741.62,14929.92,25854.89,21343.78,1465.3,1741.71,956.6,469.89,
2019/3/21,181027.07,23522.64,24859.7,21961.61,1388.53,1604.44,924.09,423.1,
2019/3/22,314588.09,33320.85,23337.81,21041.75,1274.13,1983.42,1220.18,457.43,
2019/3/23,308914.8,44839.61,20889.62,20983.12,1192.31,1928.21,1150.11,415.54,
2019/3/24,158134.88,32480.22,19849.34,17672.59,1023.85,2164.17,858.93,328.06,
2019/3/25,190720.34,25628.53,14874.17,15126.7,1173.2,1506.3,755.44,330.4,
2019/3/26,163391.9,24426.36,14137.13,14097.24,942.04,1424.84,777.62,318.16,
2019/3/27,115234.45,21622.93,14340.88,14838.73,979.76,1570.74,736.56,363.05,
2019/3/28,394439.19,24614.32,16876.35,17833.92,1102.23,2144.24,1136.05,382.23,
2019/3/29,428322.54,34302.15,15088.7,20126.19,1188.01,1677.29,1042.21,404.52,
2019/3/30,295208.96,43218.09,19147.14,19419.34,1252.5,1643.61,1026.31,438.94,
2019/3/31,202133.65,37517.95,23836.17,16345.62,1218.66,1809.73,818.6,408.87,
2019/4/1,149597.21,62265.79,28439.78,17303.17,1880.57,1928.12,1073.95,488.79,
2019/4/2,141765.61,31965.83,28610.83,15583.1,1396.37,2136.24,934.7,392.7,
2019/4/3,92063.56,33094.28,41021.22,19142.84,1942.49,3570.2,1220.91,510.11,
2019/4/4,94722.14,28188.81,37228.88,21190.79,1918.16,3274.82,1263.9,654.72,
2019/4/5,248259.14,32422.69,48999.46,49467.13,2773.37,4829.55,1597.36,1242.74,
2019/4/6,275003.99,32319.18,60935.64,47354.87,4176.97,5951.86,2105.67,1525.9,
2019/4/7,175385.51,25465.19,49143.94,38179.12,3998.02,5956.26,2621.14,1270.57,
2019/4/8,161275.54,22473.98,42322.64,33324.03,3168.36,5241.25,1968.21,908.65,
2019/4/9,165054.37,25434.12,34477.78,31706.37,3174.87,4656.55,2021.42,936.71,
2019/4/10,154106.89,24536.7,36206.77,23579.39,2211.2,4682.21,1552.89,700.51,
2019/4/11,87199.02,23980.63,49753.87,26345.84,1896.78,3359.52,1389.96,773.38,
2019/4/12,233181.96,27436.45,69321.79,33568.05,2050.94,3355.52,1547.82,678.29,
2019/4/13,205824.46,25977.61,71052.23,24314.51,1996.58,2888.28,1272.77,515.35,
2019/4/14,112679.03,24449.43,83697.36,18878.9,1559.31,2807.25,934.27,430.36,
2019/4/15,103305.28,33991.61,59506.16,18043.79,1571.29,2290.35,833.7,428.09,
2019/4/16,88274.98,35528.35,43936.31,17077.96,1215.25,1715.56,769.74,345.25,
2019/4/17,77671.32,32967.94,37358.36,12681.67,1725.51,2057.44,774.74,332.21,
2019/4/18,65368.22,35485.46,39754.26,27706.19,1914.83,3100.19,1336.37,405.23,
2019/4/19,125466.83,79909.93,43655.43,52131.41,2961.41,4798.89,2140.66,536.48,
2019/4/20,101102.76,105743.5,40845.71,42747.44,2270.46,3711.27,1686.57,483.13,
2019/4/21,88376.4,83944.63,36990.03,33394.43,2149.26,3570.29,1078.31,466.71,
2019/4/22,68085.99,54904.6,30761.37,31871.09,2427.55,3952.55,1304.65,358.39,
2019/4/23,60880.87,41706.43,23789.71,29735.85,2740.34,2910.99,1219.59,382.78,
2019/4/24,54406.91,37533.09,21064.66,25400.03,1978.08,2654.7,773.56,295.06,
2019/4/25,134355.3,46506.73,19830.52,22706.6,1397.14,2056.65,717.32,322.15,
2019/4/26,428790.18,85076.21,22890.18,28451.79,1751.39,2343.75,1001.62,396.57,
2019/4/27,488844.99,96849.28,21279.81,20018.92,1584.1,2489.83,1248.86,316.36,
2019/4/28,255701.68,71080.81,17334.53,18991.69,1502.99,2721.62,1219.9,352.68,
2019/4/29,208697.64,62709.75,16359.45,13918.85,1680.81,2486.48,960.33,316.73,
2019/4/30,301884.91,61811.46,33038.81,17043.35,1587.7,2177.98,927.55,401.1,
2019/5/1,184978.99,77501.49,55644.32,17284.94,1793.37,3037.88,825.27,345.39,
2019/5/2,117721.62,46186.58,41864.97,17353.87,1998.23,3158.66,1022.2,400.28,
2019/5/3,120867.89,52613.49,52532.63,27191.25,2524.22,4288.29,1136.72,405.9,
2019/5/4,115996.08,39201.27,56059.79,22888.47,2525.29,3525.09,1413.79,367.31,
2019/5/5,104884.84,29220.87,49344.61,18511.69,1707.36,3279.79,1135.37,361.59,
2019/5/6,101756.11,23448.79,44926.82,16238.57,1532.72,3282.54,918.42,362.17,
2019/5/7,74655.05,18171.38,27932.19,16606.69,1676.44,2682.25,794.05,392.7,
2019/5/8,62195.09,21232.45,23783.83,15997.34,1682.42,3050.78,830.34,448.84,
2019/5/9,62163.09,21267.14,25813,16818.05,1642,2729.46,1055.77,459.27,
2019/5/10,219245.7,45341.99,34610.34,28989.71,2278.82,3069.67,1240.25,450.37,
2019/5/11,213534.26,51416.14,37993.2,24713.7,2349.8,2800.4,1268.09,522.46,
2019/5/12,127162.07,34693.45,35588.53,21094.28,1957.49,2398.44,1235.41,434.35,
2019/5/13,97162.02,26694.59,30242.23,18656.06,2149.25,2548.3,940.53,364.58,
2019/5/14,85260.69,22179.19,18390.81,17750.4,1809.17,2136.04,796.83,416.51,
2019/5/15,84117.46,18418.84,16132.93,15103.65,1179.94,1605.57,515.22,316.05,
2019/5/16,69619.14,21077.02,15027.4,13563.89,1008.96,1484.44,561.8,392.91,
2019/5/17,193144.58,24683.76,16001.1,15155.22,1645.64,1873.27,798.87,369.99,
2019/5/18,122640.75,27508.61,14313.97,12825.64,1178.49,1436.53,725.05,298.32,
2019/5/19,91418.79,20157.52,13532.22,10983.54,792.8,1424.3,643.16,312.57,
2019/5/20,63621.25,14766.83,10498.27,11055.97,741.72,1042.63,415.72,266.27,
2019/5/21,73845.53,45231.72,8623.66,11196.83,614.31,817.53,497.72,243.63,
2019/5/22,64834.86,55934.67,41680.03,10050.82,743.69,1058.15,575.07,471.71,
2019/5/23,72390.26,221745.07,46659.99,22858.67,1215.57,2370.1,1167.87,421.84,
2019/5/24,169175.91,334984.6,72798.94,65533.38,3806.48,5152.33,1680.18,836.77,
2019/5/25,144074.09,240932.02,107749.11,41843.62,2829.81,4367.04,1847.86,876.01,
2019/5/26,104626.76,178468.17,115103.56,37030.01,3375.18,4390.59,1976.17,960.75,
2019/5/27,101686.94,125327.62,84412.04,40714.57,4174.7,3795.79,2196.83,947.84,
2019/5/28,89493.52,85532.03,32105.49,32123.38,3355.41,3587.73,1899.08,936.77,
2019/5/29,62517.04,57918.98,25303.79,21493.4,3449.27,2614.04,1161.4,660.47,
2019/5/30,66938.15,48066.93,31105.03,25244.36,2783.91,2782.29,1272.63,745.58,
2019/5/31,86419.59,100779.45,47625.63,36392.32,2843.23,2614.85,1490.98,830.55,
2019/6/1,73856.75,128062.97,47148.34,32668.18,2258.78,2724.03,1924.85,585.93,
2019/6/2,57711.86,104862.58,40519.8,27584.93,1697.29,2669.99,1749.56,697.2,
2019/6/3,56069.92,63821.84,30859.94,27771.23,2055.3,2696.47,1394.43,739.28,
2019/6/4,53826.67,53587.15,27333.93,24081.45,2215.49,2418.4,1134.05,812.86,
2019/6/5,55090.67,51686.82,24106.75,22781.41,1819.26,2697.39,727.89,653.45,
2019/6/6,512552.46,49075.54,29272.85,20149.84,1494.12,2159.04,548.15,610.65,
2019/6/7,360465.36,84328.15,27251.61,32079.55,1755.79,2573.09,691.11,650.14,
2019/6/8,213037.72,85377.85,26309.46,24055.34,1395.86,2339.91,629.22,421.38,
2019/6/9,125408.48,58949.12,27407.06,20857.86,1270.32,2362.05,574.97,432.85,
2019/6/10,217720.75,46806.01,28885.04,16456.01,1667.71,2047.89,608.66,432.27,
2019/6/11,136485.59,43261.41,24056.83,16319.03,1165.76,1641.08,589.72,414.63,
2019/6/12,109464.75,27524.1,15251.61,13757.71,946.13,1517.22,579.28,388.83,
2019/6/13,111091.04,24930.93,15870.84,19712.39,1082.19,1511.83,700.38,474.89,
2019/6/14,148289.3,24605.75,19855.74,26416.15,2018.79,1892.73,871.64,611.07,
2019/6/15,128532.37,23019.19,19000.46,20153.05,1479.78,1810.24,682.34,421.98,
2019/6/16,82810.41,16915.78,22917.09,18586.61,1309.48,1772.75,592.31,382.11,
2019/6/17,81553.28,12647.82,21843.59,15612.72,1512.77,1521.81,680.15,361.06,
2019/6/18,67315.81,15863.27,20447.24,13806.95,1139.4,1253.08,604.58,294.18,
2019/6/19,64329.95,13711.39,22538.69,12157.54,1156.39,1154.34,704.93,267.36,
2019/6/20,52380.52,16624.14,31564.85,11443.24,943.74,1016.75,586.52,327.44,
2019/6/21,172440.71,20397.74,43772.33,19213.14,1226.91,2285.26,1040.15,414.79,
2019/6/22,152668.23,20999.78,42001.19,19124.53,1219.82,1898.65,964.33,408.65,
2019/6/23,82033.99,14757.73,37009.03,15178.97,1105.24,1542.24,754.48,335.43,
2019/6/24,70204.67,10047.44,33083.99,13324.05,1103.26,1473.22,624.79,375.27,
2019/6/25,77012.07,10050.69,26953.75,14128.41,1240.36,1132.77,640.44,489.88,
2019/6/26,59849.28,9721.43,20783.52,11431.15,925.88,1044.41,787.61,449.27,
2019/6/27,65162.4,9294.31,19326.98,10785.8,1040.62,1102.18,616.47,426.41,
2019/6/28,62010.18,17821.36,17876.06,15394.53,1491.78,1098.53,897.63,407.32,
2019/6/29,48253.29,17040.2,17946.5,13377.68,1380.72,969.31,667.37,346.4,
2019/6/30,41265.45,17814.22,23930.05,13454.31,1163.58,1278.26,707.45,297.14,
2019/7/1,46198.69,22412.08,22265.03,16762.71,1188.96,1358.4,874.39,275.45,
2019/7/2,42885.91,16732.7,17760.64,15488.91,1176.45,999.15,744.06,235.78,
2019/7/3,40558.74,13575.37,14771.86,14511.48,880.75,808.62,426.87,214.04,
2019/7/4,48965.22,126283.89,30998.96,19717.12,1868.5,2457.54,862.01,573.6,
2019/7/5,117505.89,184361.5,51189.18,38909.59,3294.94,3870.16,1494.65,632.48,
2019/7/6,85414.14,157305.14,47523.47,29422.44,2847.68,3703.92,1368.95,577.3,
2019/7/7,61461.7,123581.99,57826.97,25356.07,2521.21,3861.11,1169.14,774.69,
2019/7/8,50349.38,83871.3,47671.75,21954.2,2591.23,3415.06,1012.1,604.52,
2019/7/9,38040.98,48626.74,35981.33,17544.83,1424.75,2186.06,1122.07,485.08,
2019/7/10,32345.33,53327.57,35449.39,16938.07,1386.79,2220.61,614.97,487.5,
2019/7/11,37095.28,57765.85,43527.62,25894.5,2102.77,3803.18,878.26,909.13,
2019/7/12,43989.59,75090.21,56894.81,47831.95,3471.03,4785.46,1233.3,1152.28,
2019/7/13,35373.86,70433.58,57718.6,36109.68,2991.62,4360.03,1442.77,970.58,
2019/7/14,34275.94,62007,68263.51,31572.81,3166.27,4197.56,1233.64,881.68,
2019/7/15,34052.56,52573.46,55647.19,26327.2,2940.05,3828.85,1236.06,828.16,
2019/7/16,34793.57,42219.15,37784.64,26994.31,2758.24,3565.36,1085.47,947.93,
2019/7/17,33887.21,37245.33,29761.39,20735.24,1868.37,3356.13,1055.06,838.52,
2019/7/18,277283.86,28221.59,20949.65,20758.76,1393.02,2684.63,997.82,720.39,
2019/7/19,1863622.87,33008.2,26202.43,21465.47,2638.62,2559.87,957.16,596.64,
2019/7/20,1165983.36,24905.23,21946.84,16907.85,2023.44,2069.13,636.76,365.64,
2019/7/21,719328.52,18968.26,20272.36,15265.89,1353.42,1926.8,519.04,301.9,
2019/7/22,635506.56,17251.65,17490.04,14956.86,1380.96,1597.93,442.11,277.7,
2019/7/23,614723.93,13350.36,16586.21,12579.02,1010.3,1140.36,487.51,225.41,
2019/7/24,329792.32,16317.83,14298.18,9428.43,784.67,891.32,397.62,214.74,
2019/7/25,313400.01,29624.92,16316.53,10048.79,867.49,930.56,602.56,257.05,
2019/7/26,234534.57,90477.02,16471.19,14026.76,1033.24,1092.18,678.72,271.24,
2019/7/27,168167.47,110573.04,12229.42,12569.69,837.44,919.31,467.78,279.37,
2019/7/28,157339.08,81341.15,13607.19,9889.2,971.2,996.74,499.89,305.05,
2019/7/29,118014.89,58978.84,10035.12,9470.51,743.89,872.23,488.13,410.84,
2019/7/30,151518.75,53364.34,9647.44,8606.02,961.22,1124.15,508.58,439.3,
2019/7/31,156640.37,53842.52,19349.31,7826.59,929.9,1122.81,482.35,478.97,
2019/8/1,183430.2,65693.4,26370.88,12110.08,1482.99,2035.36,536.37,512.4,
2019/8/2,212636.43,46254.98,22350.88,21046.13,3085.32,2479.84,733.34,552.28,
2019/8/3,189631.35,38112.71,22483.22,20004.76,2019.9,2133.37,829.38,430.78,
2019/8/4,156557.84,31344.4,20212.39,16029.84,1453.15,2170.31,790.97,417.66,
2019/8/5,218615.99,18842.2,20270.78,14181.66,1606.28,2093.41,747.15,430.59,
2019/8/6,141979.56,17017.99,16944.95,13446.9,1422.79,2483.82,614.2,374.4,
2019/8/7,129294.67,13104.91,14163.79,9048.38,905.8,1835.15,423.54,238.75,
2019/8/8,123485.09,15020.33,13326.18,11737.33,831.25,1638.14,765.34,296.04,
2019/8/9,200133.95,18112.91,14295.01,12224.72,1085.88,1559.9,554.19,412.72,
2019/8/10,194109.13,15527.46,15094.73,11399.68,1047.32,1277.02,870.99,356.42,
2019/8/11,149689.54,14017.67,14086,9833.03,793.55,1398.44,568.28,317.7,
2019/8/12,135339.44,13053.68,12729.87,11572.18,825.1,1224.66,489.49,320.05,
2019/8/13,152897.92,99936.28,15029.78,10052.31,1176.51,1074.39,1003.91,334.08,
2019/8/14,159405.39,118189.86,54764.17,18293.6,2716.77,3959.73,1574.47,921.88,
2019/8/15,220570.38,538249.68,137496.78,32331.71,3202.17,4828.16,1929.53,1130.26,
2019/8/16,198744.6,755020.31,234061.32,110368.88,5288.84,7509.89,3853.86,1409.91,
2019/8/17,165557.3,516167.28,244982.18,71824.38,5206.05,6531.01,3234.27,1754.32,
2019/8/18,105705.99,360865.99,458642.48,58326.83,6147.34,6766.65,3462.21,1887.05,
2019/8/19,91732.55,314375.66,440421.61,58843.88,5214.1,6565.19,3398.27,1733.78,
2019/8/20,74938.67,130228.25,145096.47,49855.12,4776.41,7416.69,2816.12,1954.57,
2019/8/21,64323.29,100946.34,88230.23,28644.58,2998.24,4190.99,1519.44,1406.24,
2019/8/22,48735.24,102214.2,88045.13,29197.96,2643.63,3886.89,1265.99,1548.51,
2019/8/23,80252.91,107138.2,98515.63,30954.17,2495.41,3815.97,1574.9,1077.24,
2019/8/24,67934.79,89336.12,84629.25,24393.43,1708.6,2806.5,1125.89,734.76,
2019/8/25,59157.85,73273.39,79793.05,21632.24,1625.19,2522.56,991.27,647.56,
2019/8/26,46177.95,61271.18,72714.55,19895.36,1435.24,2511.87,1079.67,541.68,
2019/8/27,41511.78,57091.9,69133.57,20754.94,2405.61,2638.25,1024.06,570.01,
2019/8/28,36018.64,59565.18,71775.46,20091.06,2204.79,3149.28,1153.36,609.96,
2019/8/29,37529.83,51096.45,54516.55,20580.6,2779.65,3164.06,1267.37,692.93,
2019/8/30,411952.68,83260.09,53566.2,44305.71,3741.77,4582.01,2199.76,791.05,
2019/8/31,274698.72,118167.12,87918.01,34249.81,3380.78,3657.08,1705.15,808.01,
2019/9/1,213804.48,166029.62,92038.69,31252.68,3583.43,4272.98,1601.49,713.73,
2019/9/2,381294.38,102233.27,66028.05,25205.88,3312.39,3796.12,1315.77,733.9,
2019/9/3,245317.52,78855.56,51627.18,18794.94,2331.6,4694.93,1114.36,700.1,
2019/9/4,154907.78,48367.9,55656.46,20121.41,2055.26,4206.62,1080.73,733.14,
2019/9/5,188525.24,24947.05,51086.73,19925.79,1649.37,4407.61,1095.45,755.62,
2019/9/6,354143.35,26311.84,57145.37,21225.56,1714.22,3988.78,1187.96,695.3,
2019/9/7,204901.6,17768.63,38806.08,16009.05,1597.83,2917.29,959.32,648.73,
2019/9/8,163004.44,14030.03,30658.81,12255.88,1178.78,2022.03,780.59,473.68,
2019/9/9,126574.04,12350.61,21159.39,9779.54,1037.92,1310.92,522.87,343.72,
2019/9/10,109601.56,15182.43,24307.05,9386.17,867.32,1863.21,573.46,374.37,
2019/9/11,115510.9,16212.08,29884.32,11305.63,966.08,1468.13,553.01,446.61,
2019/9/12,101616.46,14484.31,31114.38,9967.19,932.57,1584.77,632.34,413.32,
2019/9/13,152130.44,22594,29596.94,13951.16,1111.5,1438.74,916.49,592.58,
2019/9/14,120210.65,21077.36,27891.32,12807.89,1108.73,1399.64,741.57,521.12,
2019/9/15,106325.97,17296.65,26831.27,10690.13,907.49,1436.2,569.98,438.91,
2019/9/16,89839.67,14830.19,19312.37,9514.71,748.94,1174.51,527.49,352.81,
2019/9/17,79218.82,13385.66,15494.6,8896.67,685.47,1583.54,486.89,348.62,
2019/9/18,69265.26,12190.64,11614.96,8459.77,760.49,1265.53,459.1,326.61,
2019/9/19,71790.08,12024.51,12706.94,9033.31,883.93,1071.2,657.27,316.05,
2019/9/20,68315.29,14183.21,14532.62,10564.66,1006.96,1183.32,523.3,307.25,
2019/9/21,57775.71,11872.48,13666.14,8939.91,795.14,841.48,480.08,363.58,
2019/9/22,44400.7,11408.08,13151.2,7612.16,690.45,750.84,458.51,303,
2019/9/23,38818.09,12058.04,10623.15,6617.19,499.99,746.55,522.63,266.22,
2019/9/24,40972.5,13412.47,8899.09,6777.73,610.74,687.4,552.94,238.21,
2019/9/25,42756.13,29044.66,42841.16,8852.28,757.72,1044.15,629.76,286.15,
2019/9/26,97886.32,70538.72,56046.28,16002.86,1760.23,2274.77,1079.96,511.18,
2019/9/27,712231.84,140830.81,96937.76,43046.22,3232.91,4442.32,2446.08,609.61,
2019/9/28,545829.3,127786.14,101678.97,34785.75,3493.32,3672.45,2360.55,750.33,
2019/9/29,388198.95,93595.23,97923.92,26226.5,3178.93,3885.79,2356.55,809.35,
2019/9/30,441279.79,100132.28,110814.38,28690.18,4073.78,3858.23,2227.25,947.66,
2019/10/1,1151912.76,126992.95,129588.96,26772.93,3133.46,3795.38,1691.81,952.64,
2019/10/2,723933.15,84216.08,110809.94,24449.46,3091.72,3961.24,1650.11,798.97,
2019/10/3,462881.14,62909.21,119064.13,27916.8,3324.09,3591.71,1741.65,827.45,
2019/10/4,315768.27,84488.87,120249.51,36358.18,3969.82,4323.76,1866.75,890.81,
2019/10/5,291283.79,58698.32,65503.43,23910.23,2306.85,3056.53,1358.04,784.38,
2019/10/6,812176.2,43524.28,56709.51,20145.71,2149.8,3048.19,1352.83,659.26,
2019/10/7,599762.44,32555.93,47956.95,18897.9,1624.24,2608.76,1226.97,590.12,
2019/10/8,381741.67,32446.11,56681.09,17258.61,1934.72,2801.04,1317.41,637.31,
2019/10/9,256067.5,27338.8,74775.14,14578.94,1217.41,2054.35,967.98,440.75,
2019/10/10,191727.83,28276.62,76090.86,17144.43,1207.4,2294.17,857.63,520.33,
2019/10/11,104683.48,43483.62,109905.2,17684.54,1201.79,2431.04,803.31,664.9,
2019/10/12,62814.3,45731.82,95454.09,14688.6,1243.37,1965.89,715.89,551.9,
2019/10/13,50441.4,30160.43,111165.68,13637.33,1125.35,1798.68,869.91,512.74,
2019/10/14,34958.88,25052.87,74813.52,11061.08,963.29,1393.37,788.84,397.24,
2019/10/15,38012.88,26756.5,80022.96,12768.78,850.15,1279.85,702.23,482.73,
2019/10/16,33733.81,29417.74,64217.41,12396.7,1036.02,1360.54,635.36,456.09,
2019/10/17,344814.96,35887.88,67669.71,13767.72,1672.48,1266.99,860.9,471.26,
2019/10/18,1792924.43,103484.89,69835.08,19980.42,1804.67,1676.21,1166.11,497.35,
2019/10/19,1116517.12,117827.71,68545.12,15661.43,1485.63,1343.52,831.25,462.28,
2019/10/20,909141.63,91286.55,73764.31,13447.77,1277.65,1432.27,789.05,426.03,
2019/10/21,736655.82,61647.93,54734.31,12658.26,1481.93,1249.69,745.78,407.99,
2019/10/22,471885.5,59980.7,52819.17,11442.92,1239.41,1186.08,1002.65,397.6,
2019/10/23,375251.95,49703.58,52067.46,11481.4,1079.66,1239.54,721.12,420.13,
2019/10/24,311426.41,91446.78,65503.24,14422.73,1076.76,1090.17,737.84,438.79,
2019/10/25,237441.89,104508.14,78184.15,26695.1,2315.09,2220.22,1766.9,784.2,
2019/10/26,166444.54,92024.94,55687.71,28620.28,2946.06,3336.94,2793.66,1058.73,
2019/10/27,125768.41,65793.7,59765.59,22655.44,2332.5,3871.35,2026.16,860.74,
2019/10/28,121231.74,58602.91,61953.13,21038.54,2802.66,3287.6,1877.95,706.16,
2019/10/29,101715.14,60302.01,69924.89,20397.39,2567.32,3459.24,1790.56,842,
2019/10/30,99635.92,101682.23,64229.53,16647.72,2056.39,2892.2,1397.94,783.58,
2019/10/31,191030.5,141782.05,131915.16,25627.12,1853.14,2815.61,1560.98,726.46,
2019/11/1,698770.25,135692.07,116276.47,31608.03,2647.87,3370.34,1836.1,716.31,
2019/11/2,536542.08,97922.86,89691.29,22706.62,2182.4,3051.65,1501.93,706.19,
2019/11/3,447175.2,65264.98,46269.51,18802.17,1865.36,2731.67,1275.45,552.11,
2019/11/4,273490.95,58981.81,28078.84,14372.53,1133.48,2596.2,893.08,564.24,
2019/11/5,178153.32,55270.09,17232.07,14062.21,1127.96,2449.65,925.22,545.82,
2019/11/6,159476.69,32174.32,18400.65,12531.99,1014.81,2708.84,717.54,473.3,
2019/11/7,130155.24,23286.42,19335.83,13601.26,1015.31,1713.11,689.33,386.64,
2019/11/8,178773.47,20390.94,25640.8,16608.71,1122.01,1623.01,707.38,496.45,
2019/11/9,152950.61,18893.56,26303.21,12712.94,1010.81,1596.89,699.72,371.84,
2019/11/10,128591.25,16386.47,22145.41,10959.72,949.02,1463.81,870.9,351.64,
2019/11/11,125313.13,13236.55,20639.11,9033.42,882.54,1518.36,866.94,331.08,
2019/11/12,136473.29,24845.24,17135.72,8067.83,893.1,1214.47,703.44,273.71,
2019/11/13,122405.6,76681.35,110777.5,8432.07,923.6,929.69,972.45,275.28,
2019/11/14,112111.51,206168.13,168446.4,27974.3,3992.67,981.34,2493.46,770.4,
2019/11/15,107851.04,362653.71,268996.25,71231.61,7770.84,4048.19,3524.92,1467.33,
2019/11/16,78522,266285.44,228109.66,52407.26,5949.29,4249.55,3585.54,1513.61,
2019/11/17,63472.78,190501.83,211643.55,51165.14,4378.82,4311.91,3491.73,1377.83,
2019/11/18,44916.24,160497.13,198441.79,42745.82,6128.81,3785.37,3118.07,1860.74,
2019/11/19,45776.89,158896.87,191957.72,34913.28,5000.28,3612.9,3473.34,2083.62,
2019/11/20,37626.66,126042.56,101505.68,36024.58,6261.98,2552.99,3385.98,1651.35,
2019/11/21,54689.43,151703.33,79758.86,40298.35,4443.85,2635.22,3354.99,1971.53,
